entry_key,app,origin_app,module,all_modules,cross_module,functional_domain,source_text,msgid,msgid_plural,msgctxt,current_translation,current_plural_translations,proposed_translation,proposed_plural_translations,context,field_or_action,user_role,source_reference,all_source_references,po_reference,source_kind,doctype_or_view,extracted_comments,placeholders_source,placeholders_current,placeholders_proposed,placeholder_status,flags,pluralization,status,review_status,human_authored,core_candidate,mexico_specific,client_specific,human_notes,historical_reference,historical_translation,notes
frappe:56f76d9a850d89aa,frappe,frappe,desk,desk,,Plataforma,"Error validating ""Ignore User Permissions""","Error validating ""Ignore User Permissions""",,,,,"Error al validar ""Ignorar permisos de usuario""",,,,,frappe/desk/search.py:280,frappe/desk/search.py:280,frappe/desk/search.py:248,python,,[],,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,Search.py; referencia a campo Ignore User Permissions.,,,
frappe:d6d9760ae3a6c537,frappe,frappe,email,email,,Email,Error while connecting to email account {0},Error while connecting to email account {0},,,Error al conectarte a la cuenta de correo electrónico {0},,Error al conectarse a la cuenta de correo electrónico {0},,,,,frappe/email/doctype/email_account/email_account.py:769,frappe/email/doctype/email_account/email_account.py:769,frappe/email/doctype/email_account/email_account.py:670,doctype-controller,Email Account,[],{0},{0},{0},ok,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,Registro empresarial de usted: «conectarse» (impersonal) en vez de tuteo «conectarte». Conserva {0}.,,,
frappe:45ed825c7076953f,frappe,frappe,email,email,,Email,Error while evaluating Notification {0}. Please fix your template.,Error while evaluating Notification {0}. Please fix your template.,,,Error al evaluar Notificación {0}. Por favor arregla tu plantilla.,,Error al evaluar la notificación {0}. Corrija su plantilla.,,,,,frappe/email/doctype/notification/notification.py:828,frappe/email/doctype/notification/notification.py:828,frappe/email/doctype/notification/notification.py:813,doctype-controller,Notification,[],{0},{0},{0},ok,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,Registro empresarial (usted); se preserva {0}.,,,
frappe:da10ee09f5ffa3ba,frappe,frappe,email,email,,Email,Error {0}: {1},Error {0}: {1},,,Error {0}: {1},,Error {0}: {1},,,,,frappe/email/frappemail.py:179,frappe/email/frappemail.py:179,frappe/email/frappemail.py:173,python,,[],{0};{1},{0};{1},{0};{1},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,,,,
frappe:664c726acd6a618b,frappe,frappe,model,model,,Model,Error: Data missing in table {0},Error: Data missing in table {0},,,Error: Faltan datos en la tabla {0},,Error: Faltan datos en la tabla {0},,,,,frappe/model/base_document.py:944,frappe/model/base_document.py:944,frappe/model/base_document.py:904,python,,[],{0},{0},{0},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta. Conserva {0}.,,,
frappe:d90b28c7c234d44b,frappe,frappe,model,model,,Model,Error: Value missing for {0}: {1},Error: Value missing for {0}: {1},,,Error: falta el valor para {0}: {1},,Error: falta el valor para {0}: {1},,,,,frappe/model/base_document.py:954,frappe/model/base_document.py:954,frappe/model/base_document.py:914,python,,[],{0};{1},{0};{1},{0};{1},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,,,,
frappe:1a247c16276adef8,frappe,frappe,model,model,,Model,Error: {0} Row #{1}: Value missing for: {2},Error: {0} Row #{1}: Value missing for: {2},,,Error: {0} Fila #{1}: Valor faltante para: {2},,Error: {0} Fila #{1}: Valor faltante para: {2},,,,,frappe/model/base_document.py:948,frappe/model/base_document.py:948,frappe/model/base_document.py:908,python,,[],{0};{1};{2},{0};{1};{2},{0};{1};{2},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Se preservan {0} {1} {2}.,,,
frappe:ec3255fe635c4228,frappe,frappe,desk,desk,,Plataforma,Errors,Errors,,,Errores,,Errores,,Label of the errors_generated_in_last_1_day_section (Section Break) field in DocType 'System Health Report',etiqueta de campo/elemento,,frappe/desk/doctype/system_health_report/system_health_report.json,frappe/desk/doctype/system_health_report/system_health_report.json,frappe/desk/doctype/system_health_report/system_health_report.json,doctype-json,System Health Report,"[""Label of the errors_generated_in_last_1_day_section (Section Break) field in DocType 'System Health Report'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto.,,,
frappe:b06b24a3439fdb13,frappe,frappe,workflow,workflow,,Flujos de trabajo,Evaluate as Expression,Evaluate as Expression,,,,,Evaluar como expresión,,Label of the evaluate_as_expression (Check) field in DocType 'Workflow Document State',etiqueta de campo/elemento,,frappe/workflow/doctype/workflow_document_state/workflow_document_state.json,frappe/workflow/doctype/workflow_document_state/workflow_document_state.json,,doctype-json,Workflow Document State,"[""Label of the evaluate_as_expression (Check) field in DocType 'Workflow Document State'""]",,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,,,,"POT-only: en el universo fresco, sin traducir"
frappe:609499444253a3ff,frappe,frappe,core,core;desk,sí,Plataforma,Event,Event,,,Evento,,Evento,,Name of a DocType,nombre de DocType,,frappe/core/doctype/communication/communication.json,frappe/core/doctype/communication/communication.json || frappe/desk/doctype/event/event.json,frappe/core/doctype/communication/communication.json || frappe/desk/doctype/event/event.json,doctype-json,Communication,"[""Name of a DocType"", ""Option for the 'Event Category' (Select) field in DocType 'Event'"", ""Option for the 'Type' (Select) field in DocType 'Communication'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto.,,,
frappe:c8d6e140686e9714,frappe,frappe,desk,desk,,Plataforma,Event Category,Event Category,,,Categoría de Evento,,Categoría del evento,,Label of the event_category (Select) field in DocType 'Event',etiqueta de campo/elemento,,frappe/desk/doctype/event/event.json,frappe/desk/doctype/event/event.json,frappe/desk/doctype/event/event.json,doctype-json,Event,"[""Label of the event_category (Select) field in DocType 'Event'""]",,,,,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,Normalizar mayúsculas.,,,
frappe:480c331c45afee53,frappe,frappe,core,core,,Plataforma,Event Frequency,Event Frequency,,,Frecuencia del Evento,,Frecuencia del evento,,Label of the event_frequency (Select) field in DocType 'Server Script',etiqueta de campo/elemento,,frappe/core/doctype/server_script/server_script.json,frappe/core/doctype/server_script/server_script.json,frappe/core/doctype/server_script/server_script.json,doctype-json,Server Script,"[""Label of the event_frequency (Select) field in DocType 'Server Script'""]",,,,,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,Minúscula en «evento».,,,
frappe:3cfef0f5073e1813,frappe,frappe,desk,desk,,Plataforma,Event Notifications,Event Notifications,,,,,Notificaciones de eventos,,Name of a DocType,nombre de DocType,,frappe/desk/doctype/event_notifications/event_notifications.json,frappe/desk/doctype/event_notifications/event_notifications.json,,doctype-json,Event Notifications,"[""Name of a DocType""]",,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,Nombre de DocType.,,,"POT-only: en el universo fresco, sin traducir"
frappe:8c2032411db89d78,frappe,frappe,desk,desk,,Plataforma,Event Participants,Event Participants,,,Participantes del Evento,,Participantes del evento,,Label of the event_participants (Table) field in DocType 'Event',etiqueta de campo/elemento,,frappe/desk/doctype/event/event.json,frappe/desk/doctype/event/event.json || frappe/desk/doctype/event_participants/event_participants.json,frappe/desk/doctype/event/event.json || frappe/desk/doctype/event_participants/event_participants.json,doctype-json,Event,"[""Label of the event_participants (Table) field in DocType 'Event'"", ""Name of a DocType""]",,,,,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,Minúscula en «evento».,,,
frappe:8390b17b8103c586,frappe,frappe,desk,desk,,Plataforma,Event Reminders,Event Reminders,,,Recordatorios de eventos,,Recordatorios de eventos,,Label of the enable_email_event_reminders (Check) field in DocType 'Notification Settings',etiqueta de campo/elemento,,frappe/desk/doctype/notification_settings/notification_settings.json,frappe/desk/doctype/notification_settings/notification_settings.json,frappe/desk/doctype/notification_settings/notification_settings.json,doctype-json,Notification Settings,"[""Label of the enable_email_event_reminders (Check) field in DocType 'Notification Settings'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,,,,
frappe:01addc1161c881de,frappe,frappe,integrations,integrations,,Integrations,Event Synced with Google Calendar.,Event Synced with Google Calendar.,,,Evento sincronizado con Google Calendar.,,Evento sincronizado con Google Calendar.,,,,,frappe/integrations/doctype/google_calendar/google_calendar.py:494,frappe/integrations/doctype/google_calendar/google_calendar.py:494 || frappe/integrations/doctype/google_calendar/google_calendar.py:578,frappe/integrations/doctype/google_calendar/google_calendar.py:493 || frappe/integrations/doctype/google_calendar/google_calendar.py:577,doctype-controller,Google Calendar,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,Correcta y natural; Google Calendar es marca.,,,
frappe:adea931f8227dd89,frappe,frappe,core,core;desk,sí,Plataforma,Event Type,Event Type,,,Tipo de Evento,,Tipo de Evento,,Label of the event_type (Data) field in DocType 'Recorder',etiqueta de campo/elemento,,frappe/core/doctype/recorder/recorder.json,frappe/core/doctype/recorder/recorder.json || frappe/desk/doctype/event/event.json,frappe/core/doctype/recorder/recorder.json || frappe/desk/doctype/event/event.json,doctype-json,Recorder,"[""Label of the event_type (Data) field in DocType 'Recorder'"", ""Label of the event_type (Select) field in DocType 'Event'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:c07459acf697ac93,frappe,frappe,public,public,,Public,Events,Events,,,Eventos,,Eventos,,,,,frappe/public/js/frappe/ui/notifications/notifications.js:72,frappe/public/js/frappe/ui/notifications/notifications.js:72,frappe/public/js/frappe/ui/notifications/notifications.js:67,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:0540ce153ec1dba3,frappe,frappe,desk,desk,,Plataforma,Events in Today's Calendar,Events in Today's Calendar,,,Eventos en el calendario de hoy,,Eventos en el calendario de hoy,,,,,frappe/desk/doctype/event/event.py:338,frappe/desk/doctype/event/event.py:338,frappe/desk/doctype/event/event.py:278,doctype-controller,Event,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta y natural.,,,
frappe:536c959ce60b0ee5,frappe,frappe,core,core;public,sí,Plataforma,Everyone,Everyone,,,Todos,,Todos,,Label of the everyone (Check) field in DocType 'DocShare',etiqueta de campo/elemento,,frappe/core/doctype/docshare/docshare.json,frappe/core/doctype/docshare/docshare.json || frappe/public/js/frappe/form/templates/set_sharing.html:27,frappe/core/doctype/docshare/docshare.json || frappe/public/js/frappe/form/templates/set_sharing.html:27,doctype-json,Docshare,"[""Label of the everyone (Check) field in DocType 'DocShare'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,Correcta.,,,
frappe:a7644dfa529b34a0,frappe,frappe,desk,desk,,Plataforma,"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]",,,"Ej: ""colores"": [""#d1d8dd"", ""#ff5858""]",,"Ej.: ""colors"": [""#d1d8dd"", ""#ff5858""]",,Description of the 'Custom Options' (Code) field in DocType 'Dashboard Chart',descripción,,frappe/desk/doctype/dashboard_chart/dashboard_chart.json,frappe/desk/doctype/dashboard_chart/dashboard_chart.json,frappe/desk/doctype/dashboard_chart/dashboard_chart.json,doctype-json,Dashboard Chart,"[""Description of the 'Custom Options' (Code) field in DocType 'Dashboard Chart'""]",,,,,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,"'colors' es clave literal de código, no debe traducirse.",,,
frappe:80651c3e86f235ca,frappe,frappe,core,core,,Plataforma,Exact Copies,Exact Copies,,,Copias exactas,,Copias exactas,,Label of the exact_copies (Int) field in DocType 'Recorder Query',etiqueta de campo/elemento,,frappe/core/doctype/recorder_query/recorder_query.json,frappe/core/doctype/recorder_query/recorder_query.json,frappe/core/doctype/recorder_query/recorder_query.json,doctype-json,Recorder Query,"[""Label of the exact_copies (Int) field in DocType 'Recorder Query'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:d23494e06a1c79fd,frappe,frappe,core,core;workflow,sí,Plataforma,Example,Example,,,Ejemplo,,Ejemplo,,Label of the example (HTML) field in DocType 'Workflow Transition',etiqueta de campo/elemento,,frappe/core/page/permission_manager/permission_manager_help.html:21,frappe/core/page/permission_manager/permission_manager_help.html:21 || frappe/workflow/doctype/workflow_transition/workflow_transition.json,frappe/workflow/doctype/workflow_transition/workflow_transition.json,page,Workflow Transition,"[""Label of the example (HTML) field in DocType 'Workflow Transition'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto.,,,
frappe:8d017e003c0aac33,frappe,frappe,website,website,,Sitio Web,"Example: ""/desk""","Example: ""/desk""",,,"Ejemplo:""/desk""",,"Ejemplo: ""/desk""",,Description of the 'Default Portal Home' (Data) field in DocType 'Portal Settings',descripción,,frappe/website/doctype/portal_settings/portal_settings.json,frappe/website/doctype/portal_settings/portal_settings.json,frappe/website/doctype/portal_settings/portal_settings.json,doctype-json,Portal Settings,"[""Description of the 'Default Portal Home' (Data) field in DocType 'Portal Settings'""]",,,,,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,"Espacio tras dos puntos; se conserva ""/desk"".",,,
frappe:14844fed4872dc0a,frappe,frappe,desk,desk,,Plataforma,Example: #Tree/Account,Example: #Tree/Account,,,Ejemplo: #Tree/Account,,Ejemplo: #Tree/Account,,Description of the 'Path' (Data) field in DocType 'Onboarding Step',descripción,,frappe/desk/doctype/onboarding_step/onboarding_step.json,frappe/desk/doctype/onboarding_step/onboarding_step.json,frappe/desk/doctype/onboarding_step/onboarding_step.json,doctype-json,Onboarding Step,"[""Description of the 'Path' (Data) field in DocType 'Onboarding Step'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Ruta técnica literal; se conserva.,,,
frappe:4ff19442c067c1df,frappe,frappe,core,core,,Plataforma,Example: 00001,Example: 00001,,,Ejemplo: 00001,,Ejemplo: 00001,,Description of the 'Digits' (Int) field in DocType 'Document Naming Rule',descripción,,frappe/core/doctype/document_naming_rule/document_naming_rule.json,frappe/core/doctype/document_naming_rule/document_naming_rule.json,frappe/core/doctype/document_naming_rule/document_naming_rule.json,doctype-json,Document Naming Rule,"[""Description of the 'Digits' (Int) field in DocType 'Document Naming Rule'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto.,,,
frappe:49f7fc6bfacbe961,frappe,frappe,core,core,,Plataforma,Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,,,"Ejemplo: al configurar esto en 24:00, cerrará la sesión de un usuario si no está activo durante las 24:00 horas.",,"Ejemplo: al configurar esto en 24:00, cerrará la sesión de un usuario si no está activo durante las 24:00 horas.",,Description of the 'Session Expiry (idle timeout)' (Data) field in DocType 'System Settings',descripción,,frappe/core/doctype/system_settings/system_settings.json,frappe/core/doctype/system_settings/system_settings.json,frappe/core/doctype/system_settings/system_settings.json,doctype-json,System Settings,"[""Description of the 'Session Expiry (idle timeout)' (Data) field in DocType 'System Settings'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:5a3daa24edca3b17,frappe,frappe,automation,automation,,Automatización,Example: {{ subject }},Example: {{ subject }},,,Ejemplo: {{ subject }},,Ejemplo: {{ subject }},,Description of the 'Description' (Small Text) field in DocType 'Assignment Rule',descripción,,frappe/automation/doctype/assignment_rule/assignment_rule.json,frappe/automation/doctype/assignment_rule/assignment_rule.json,frappe/automation/doctype/assignment_rule/assignment_rule.json,doctype-json,Assignment Rule,"[""Description of the 'Description' (Small Text) field in DocType 'Assignment Rule'""]",{{ subject }},{{ subject }},{{ subject }},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Placeholder Jinja {{ subject }} preservado.,,,
frappe:f53cdd5d7f366358,frappe,frappe,public,public,,Public,Examples:,Examples:,,,,,Ejemplos:,,,,,frappe/public/js/frappe/ui/naming_series.js:112,frappe/public/js/frappe/ui/naming_series.js:112,,client-js,,[],,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,,,,"POT-only: en el universo fresco, sin traducir"
frappe:7d1dee2df3109164,frappe,frappe,core,core,,Plataforma,Excel,Excel,,,Excel,,Excel,,Option for the 'File Type' (Select) field in DocType 'Data Export',opción de campo select,,frappe/core/doctype/data_export/data_export.json,frappe/core/doctype/data_export/data_export.json,frappe/core/doctype/data_export/data_export.json,doctype-json,Data Export,"[""Option for the 'File Type' (Select) field in DocType 'Data Export'""]",,,,,,,igual al inglés válida,revisado segunda revisión Frappe 3,sí,,,,Nombre de producto/formato de archivo.,,,
frappe:1b6c8b2bfd893ea1,frappe,frappe,public,public,,Public,Excellent,Excellent,,,Excelente,,Excelente,,,,,frappe/public/js/frappe/form/controls/password.js:90,frappe/public/js/frappe/form/controls/password.js:90,frappe/public/js/frappe/form/controls/password.js:90,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Fuerza de contraseña; correcto.,,,
frappe:c12d6d24aa88720f,frappe,frappe,core,core,,Plataforma,Exception,Exception,,,Excepción,,Excepción,,Label of the exc_info (Code) field in DocType 'RQ Job',etiqueta de campo/elemento,,frappe/core/doctype/data_import_log/data_import_log.json,frappe/core/doctype/data_import_log/data_import_log.json || frappe/core/doctype/rq_job/rq_job.json || frappe/core/doctype/submission_queue/submission_queue.json,frappe/core/doctype/data_import_log/data_import_log.json || frappe/core/doctype/rq_job/rq_job.json || frappe/core/doctype/submission_queue/submission_queue.json,doctype-json,Data Import Log,"[""Label of the exc_info (Code) field in DocType 'RQ Job'"", ""Label of the exception (Long Text) field in DocType 'Submission Queue'"", ""Label of the exception (Text) field in DocType 'Data Import Log'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:67ba8314ac704bd6,frappe,frappe,desk,desk,,Plataforma,Execute,Execute,,,Ejecutar,,Ejecutar,,Label of the execute_section (Section Break) field in DocType 'System Console',etiqueta de campo/elemento,,frappe/desk/doctype/system_console/system_console.js:17,frappe/desk/doctype/system_console/system_console.js:17 || frappe/desk/doctype/system_console/system_console.js:22 || frappe/desk/doctype/system_console/system_console.json,frappe/desk/doctype/system_console/system_console.js:17 || frappe/desk/doctype/system_console/system_console.js:22 || frappe/desk/doctype/system_console/system_console.json,doctype-controller,System Console,"[""Label of the execute_section (Section Break) field in DocType 'System Console'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto.,,,
frappe:f66e6cb4213b60d8,frappe,frappe,desk,desk,,Plataforma,Execute Console script,Execute Console script,,,Ejecutar el script de la consola,,Ejecutar el script de la consola,,,,,frappe/desk/doctype/system_console/system_console.js:10,frappe/desk/doctype/system_console/system_console.js:10,frappe/desk/doctype/system_console/system_console.js:10,doctype-controller,System Console,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:138a03dd123f7678,frappe,frappe,public,public,,Public,Executing Code,Executing Code,,,,,Ejecutando código,,,,,frappe/public/js/frappe/ui/dropdown_console.js:132,frappe/public/js/frappe/ui/dropdown_console.js:132,frappe/public/js/frappe/ui/dropdown_console.js:132,client-js,,[],,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,Estado de consola.,,,
frappe:8808350dff783028,frappe,frappe,desk,desk,,Plataforma,Executing...,Executing...,,,Ejecutando...,,Ejecutando...,,,,,frappe/desk/doctype/system_console/system_console.js:18,frappe/desk/doctype/system_console/system_console.js:18,frappe/desk/doctype/system_console/system_console.js:18,doctype-controller,System Console,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto.,,,
frappe:52d52fb27baa7a9a,frappe,frappe,public,public,,Public,Execution Time: {0} sec,Execution Time: {0} sec,,,Tiempo de ejecución: {0} segundos,,Tiempo de ejecución: {0} segundos,,,,,frappe/public/js/frappe/views/reports/query_report.js:2293,frappe/public/js/frappe/views/reports/query_report.js:2293,frappe/public/js/frappe/views/reports/query_report.js:2162,client-js,,[],{0},{0},{0},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Placeholder {0} preservado.,,,
frappe:df0018ace31f326b,frappe,frappe,printing,printing,,Printing,Executive,Executive,,,Ejecutivo,,Ejecutivo,,Option for the 'PDF Page Size' (Select) field in DocType 'Print Settings',opción de campo select,,frappe/printing/doctype/print_settings/print_settings.json,frappe/printing/doctype/print_settings/print_settings.json,frappe/printing/doctype/print_settings/print_settings.json,doctype-json,Print Settings,"[""Option for the 'PDF Page Size' (Select) field in DocType 'Print Settings'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Tamaño de papel «Executive»→«Ejecutivo»; adecuado.,,,
frappe:76b350b36eb8f0a4,frappe,frappe,public,public,,Public,Existing Gravatar URLs may still be stored on User and Contact records. Do you want to delete these URLs now?,Existing Gravatar URLs may still be stored on User and Contact records. Do you want to delete these URLs now?,,,,,Es posible que aún se almacenen URL de Gravatar existentes en los registros de Usuario y Contacto. ¿Desea eliminar estas URL ahora?,,,,,frappe/public/js/frappe/legacy_gravatar_cleanup.js:28,frappe/public/js/frappe/legacy_gravatar_cleanup.js:28,,client-js,,[],,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,Gravatar marca; URL por glosario; registro de usted.,,,"POT-only: en el universo fresco, sin traducir"
frappe:7e4d8f3405ce4e54,frappe,frappe,public,public,,Public,"Existing Gravatar URLs may still be stored on User, Contact, and Lead records. Do you want to delete these URLs now?","Existing Gravatar URLs may still be stored on User, Contact, and Lead records. Do you want to delete these URLs now?",,,,,"Es posible que aún se almacenen URL de Gravatar existentes en registros de Usuario, Contacto y Prospecto. ¿Desea eliminar estas URL ahora?",,,,,frappe/public/js/frappe/legacy_gravatar_cleanup.js:25,frappe/public/js/frappe/legacy_gravatar_cleanup.js:25,,client-js,,[],,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,"Gravatar nombre propio; ""Lead""->""Prospecto"".",,,"POT-only: en el universo fresco, sin traducir"
frappe:3b86f540e6b06d33,frappe,frappe,core,core,,Plataforma,Existing Role,Existing Role,,,Rol existente,,Rol existente,,Label of the existing_role (Link) field in DocType 'Role Replication',etiqueta de campo/elemento,,frappe/core/doctype/role_replication/role_replication.json,frappe/core/doctype/role_replication/role_replication.json,frappe/core/doctype/role_replication/role_replication.json,doctype-json,Role Replication,"[""Label of the existing_role (Link) field in DocType 'Role Replication'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,,,,
frappe:2e2343ca7eae3929,frappe,frappe,public,public,,Public,Expand,Expand,,,Expandir,,Expandir,,,,,frappe/public/js/frappe/views/treeview.js:125,frappe/public/js/frappe/views/treeview.js:125 || frappe/public/js/frappe/views/treeview.js:137 || frappe/public/js/frappe/views/treeview.js:147 || frappe/public/js/frappe/widgets/base_widget.js:160,frappe/public/js/frappe/views/treeview.js:115 || frappe/public/js/frappe/views/treeview.js:127 || frappe/public/js/frappe/views/treeview.js:137 || frappe/public/js/frappe/widgets/base_widget.js:159,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:b2914070615960ab,frappe,frappe,public,public,,Public,Expand All,Expand All,,,,,Expandir todo,,,,,frappe/public/js/frappe/views/reports/query_report.js:2275,frappe/public/js/frappe/views/reports/query_report.js:2275 || frappe/public/js/frappe/views/treeview.js:143,frappe/public/js/frappe/views/reports/query_report.js:2143 || frappe/public/js/frappe/views/treeview.js:133,client-js,,[],,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,,,,
frappe:5a8c31c7899630a6,frappe,frappe,database,database,,Database,"Expected 'and' or 'or' operator, found: {0}","Expected 'and' or 'or' operator, found: {0}",,,,,"Se esperaba el operador 'and' u 'or', se encontró: {0}",,,,,frappe/database/query.py:729,frappe/database/query.py:729,frappe/database/query.py:684,python,,[],{0},,{0},ok,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,Se conservan operadores literales 'and'/'or'; se preserva {0}.,,,
frappe:16c3736935d2c70d,frappe,frappe,public,public,,Public,Experimental,Experimental,,,Experimental,,Experimental,,,,,frappe/public/js/frappe/form/templates/form_sidebar.html:39,frappe/public/js/frappe/form/templates/form_sidebar.html:39,frappe/public/js/frappe/form/templates/form_sidebar.html:41,jinja-html,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,,,,
frappe:3edad70ce8f61f5a,frappe,frappe,website,website,,Sitio Web,Expert,Expert,,,Experto,,Experto,,Option for the 'Level' (Select) field in DocType 'Help Article',opción de campo select,,frappe/website/doctype/help_article/help_article.json,frappe/website/doctype/help_article/help_article.json,frappe/website/doctype/help_article/help_article.json,doctype-json,Help Article,"[""Option for the 'Level' (Select) field in DocType 'Help Article'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,Correcta.,,,
frappe:d60e56d8415f9a65,frappe,frappe,core,core,,Plataforma,Expiration date must be in the future,Expiration date must be in the future,,,,,La fecha de vencimiento debe estar en el futuro,,,,,frappe/core/doctype/security_settings/security_settings.py:122,frappe/core/doctype/security_settings/security_settings.py:122,,doctype-controller,Security Settings,[],,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,Validación en Security Settings.,,,"POT-only: en el universo fresco, sin traducir"
frappe:bc7676c0b9e2c263,frappe,frappe,integrations,integrations,,Integrations,Expiration time,Expiration time,,,Tiempo de expiración,,Tiempo de expiración,,Label of the expiration_time (Datetime) field in DocType 'OAuth Authorization Code',etiqueta de campo/elemento,,frappe/integrations/doctype/oauth_authorization_code/oauth_authorization_code.json,frappe/integrations/doctype/oauth_authorization_code/oauth_authorization_code.json || frappe/integrations/doctype/oauth_bearer_token/oauth_bearer_token.json,frappe/integrations/doctype/oauth_authorization_code/oauth_authorization_code.json || frappe/integrations/doctype/oauth_bearer_token/oauth_bearer_token.json,doctype-json,Oauth Authorization Code,"[""Label of the expiration_time (Datetime) field in DocType 'OAuth Authorization Code'"", ""Label of the expiration_time (Datetime) field in DocType 'OAuth Bearer Token'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:ee1d52c04c6de05f,frappe,frappe,desk,desk,,Plataforma,Expire Notification On,Expire Notification On,,,Notificación Expirará en,,La notificación expirará el,,Label of the expire_notification_on (Datetime) field in DocType 'Note',etiqueta de campo/elemento,,frappe/desk/doctype/note/note.json,frappe/desk/doctype/note/note.json,frappe/desk/doctype/note/note.json,doctype-json,Note,"[""Label of the expire_notification_on (Datetime) field in DocType 'Note'""]",,,,,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,Naturalidad; campo Datetime.,,,
frappe:9cfa77a2f17e427e,frappe,frappe,core,core,,Plataforma,Expired,Expired,,,,,Vencido,,Option for the 'Delivery Status' (Select) field in DocType 'Communication',opción de campo select,,frappe/core/doctype/communication/communication.json,frappe/core/doctype/communication/communication.json || frappe/core/doctype/user_invitation/user_invitation.json,frappe/core/doctype/communication/communication.json || frappe/core/doctype/user_invitation/user_invitation.json,doctype-json,Communication,"[""Option for the 'Delivery Status' (Select) field in DocType 'Communication'"", ""Option for the 'Status' (Select) field in DocType 'User Invitation'""]",,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,,,,Estado 'Expired' de entrega/invitación.,,,
