entry_key,app,origin_app,module,all_modules,cross_module,functional_domain,source_text,msgid,msgid_plural,msgctxt,current_translation,current_plural_translations,proposed_translation,proposed_plural_translations,context,field_or_action,user_role,source_reference,all_source_references,po_reference,source_kind,doctype_or_view,extracted_comments,placeholders_source,placeholders_current,placeholders_proposed,placeholder_status,flags,pluralization,status,review_status,human_authored,core_candidate,mexico_specific,client_specific,human_notes,historical_reference,historical_translation,notes
erpnext:ec59cdc3a8061c84,erpnext,erpnext,accounts,accounts,,Contabilidad,Company {} does not match with POS Profile Company {},Company {} does not match with POS Profile Company {},,,La empresa {} no coincide con el perfil de POS {},,La empresa {} no coincide con la empresa del Perfil de POS {},,,,,erpnext/accounts/doctype/pos_invoice/pos_invoice.py:575,erpnext/accounts/doctype/pos_invoice/pos_invoice.py:575,erpnext/accounts/doctype/pos_invoice/pos_invoice.py:575,doctype-controller,Pos Invoice,[],{};{},{};{},{};{},ok,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Faltaba 'Company' del perfil; placeholders OK.,,,
erpnext:e2fd211b71a30138,erpnext,erpnext,assets,assets;projects,sí,Activos,Completion Date,Completion Date,,,Fecha de  finalización,,Fecha de finalización,,Label of the completion_date (Date) field in DocType 'Asset Maintenance Log',etiqueta de campo/elemento,,erpnext/assets/doctype/asset_maintenance_log/asset_maintenance_log.json,erpnext/assets/doctype/asset_maintenance_log/asset_maintenance_log.json || erpnext/assets/doctype/asset_repair/asset_repair.json || erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py:48,erpnext/assets/doctype/asset_maintenance_log/asset_maintenance_log.json || erpnext/assets/doctype/asset_repair/asset_repair.json || erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py:48,doctype-json,Asset Maintenance Log,"[""Label of the completion_date (Date) field in DocType 'Asset Maintenance Log'"", ""Label of the completion_date (Datetime) field in DocType 'Asset Repair'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Completion Date; corrige doble espacio.,,,
erpnext:a902f4bd5e3c5f2d,erpnext,erpnext,assets,assets,,Activos,Completion Date can not be before Failure Date. Please adjust the dates accordingly.,Completion Date can not be before Failure Date. Please adjust the dates accordingly.,,,La fecha de finalización no puede ser anterior a la fecha de falla. Ajuste las fechas según corresponda.,,La fecha de finalización no puede ser anterior a la fecha de falla. Ajuste las fechas según corresponda.,,,,,erpnext/assets/doctype/asset_repair/asset_repair.py:83,erpnext/assets/doctype/asset_repair/asset_repair.py:83,erpnext/assets/doctype/asset_repair/asset_repair.py:83,doctype-controller,Asset Repair,[],,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Correcto.,,,
erpnext:1714dc0e40d16e88,erpnext,erpnext,assets,assets,,Activos,Composite Asset,Composite Asset,,,Activo compuesto,,Activo compuesto,,Option for the 'Asset Type' (Select) field in DocType 'Asset',opción de campo select,,erpnext/assets/doctype/asset/asset.json,erpnext/assets/doctype/asset/asset.json,erpnext/assets/doctype/asset/asset.json,doctype-json,Asset,"[""Option for the 'Asset Type' (Select) field in DocType 'Asset'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Correcto.,,,
erpnext:b08dd5750d1bdb84,erpnext,erpnext,assets,assets,,Activos,Composite Component,Composite Component,,,Componentes Compuesto,,Componente Compuesto,,Option for the 'Asset Type' (Select) field in DocType 'Asset',opción de campo select,,erpnext/assets/doctype/asset/asset.json,erpnext/assets/doctype/asset/asset.json,erpnext/assets/doctype/asset/asset.json,doctype-json,Asset,"[""Option for the 'Asset Type' (Select) field in DocType 'Asset'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,'Componentes Compuesto' tiene concordancia incorrecta; singular->Componente Compuesto (opcion Asset Type).,,,
erpnext:524b7bdf8645094e,erpnext,erpnext,assets,assets,,Activos,Comprehensive Insurance,Comprehensive Insurance,,,Seguro a Todo Riesgo,,Seguro a Todo Riesgo,,Label of the comprehensive_insurance (Data) field in DocType 'Asset',etiqueta de campo/elemento,,erpnext/assets/doctype/asset/asset.json,erpnext/assets/doctype/asset/asset.json,erpnext/assets/doctype/asset/asset.json,doctype-json,Asset,"[""Label of the comprehensive_insurance (Data) field in DocType 'Asset'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,,,,
erpnext:2e4bd59b41402b67,erpnext,erpnext,accounts,accounts,,Contabilidad,Conditions will be applied on all the selected items combined. ,Conditions will be applied on all the selected items combined. ,,,Las condiciones se aplicarán a todos los elementos seleccionados combinados.,,Las condiciones se aplicarán a todos los artículos seleccionados en conjunto.,,Description of the 'Mixed Conditions' (Check) field in DocType 'Pricing Rule',descripción,,erpnext/accounts/doctype/pricing_rule/pricing_rule.json,erpnext/accounts/doctype/pricing_rule/pricing_rule.json,erpnext/accounts/doctype/pricing_rule/pricing_rule.json,doctype-json,Pricing Rule,"[""Description of the 'Mixed Conditions' (Check) field in DocType 'Pricing Rule'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Item→artículo (no 'elemento'); 'combined'→en conjunto. Espacio final del origen no se replica.,,,
erpnext:5ee880487bd41915,erpnext,erpnext,accounts,accounts,,Contabilidad,Configure Chart of Accounts,Configure Chart of Accounts,,,Configurar el plan de cuentas,,Configurar el Catálogo de Cuentas,,Label of an action in the Onboarding Step 'Review Chart of Accounts',etiqueta de campo/elemento,,erpnext/accounts/onboarding_step/chart_of_accounts/chart_of_accounts.json,erpnext/accounts/onboarding_step/chart_of_accounts/chart_of_accounts.json,erpnext/accounts/onboarding_step/chart_of_accounts/chart_of_accounts.json,code,,"[""Label of an action in the Onboarding Step 'Review Chart of Accounts'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Chart of Accounts=Catálogo de Cuentas,,,
erpnext:69af7f1375d59a74,erpnext,erpnext,accounts,accounts,,Contabilidad,Confirm before resetting posting date,Confirm before resetting posting date,,,Confirmar antes de restablecer la fecha de publicación,,Confirmar antes de restablecer la fecha de contabilización,,Label of the confirm_before_resetting_posting_date (Check) field in DocType 'Accounts Settings',etiqueta de campo/elemento,,erpnext/accounts/doctype/accounts_settings/accounts_settings.json,erpnext/accounts/doctype/accounts_settings/accounts_settings.json,erpnext/accounts/doctype/accounts_settings/accounts_settings.json,doctype-json,Accounts Settings,"[""Label of the confirm_before_resetting_posting_date (Check) field in DocType 'Accounts Settings'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Posting Date->Fecha de Contabilización.,,,
erpnext:5b98266228d7de02,erpnext,erpnext,assets,assets,,Activos,Connection,Connection,,,Conexión,,Conexión,,Label of the connection_tab (Tab Break) field in DocType 'Asset Repair',etiqueta de campo/elemento,,erpnext/assets/doctype/asset_repair/asset_repair.json,erpnext/assets/doctype/asset_repair/asset_repair.json,erpnext/assets/doctype/asset_repair/asset_repair.json,doctype-json,Asset Repair,"[""Label of the connection_tab (Tab Break) field in DocType 'Asset Repair'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Connection,,,
erpnext:4f45bdf5269a2f4d,erpnext,erpnext,accounts,accounts,,Contabilidad,Consider Accounting Dimensions,Consider Accounting Dimensions,,,Considere las dimensiones contables,,Considerar las Dimensiones Contables,,,,,erpnext/accounts/report/general_ledger/general_ledger.js:176,erpnext/accounts/report/general_ledger/general_ledger.js:176,erpnext/accounts/report/general_ledger/general_ledger.js:176,report,,[],,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,"Etiqueta/checkbox: infinitivo 'Considerar', no imperativo 'Considere'.",,,
erpnext:ed92bf285a5a6b8a,erpnext,erpnext,accounts,accounts,,Contabilidad,Consider Tax or Charge for,Consider Tax or Charge for,,,Considerar impuestos o cargos por,,Considerar impuestos o cargos por,,Label of the category (Select) field in DocType 'Purchase Taxes and Charges',etiqueta de campo/elemento,,erpnext/accounts/doctype/purchase_taxes_and_charges/purchase_taxes_and_charges.json,erpnext/accounts/doctype/purchase_taxes_and_charges/purchase_taxes_and_charges.json,erpnext/accounts/doctype/purchase_taxes_and_charges/purchase_taxes_and_charges.json,doctype-json,Purchase Taxes And Charges,"[""Label of the category (Select) field in DocType 'Purchase Taxes and Charges'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Natural.,,,
erpnext:f76ed11efa26353f,erpnext,erpnext,accounts,accounts,,Contabilidad,Consider for Tax Withholding,Consider for Tax Withholding,,,Considerar para la retención de impuestos,,Considerar para la retención de impuestos,,Label of the apply_tds (Check) field in DocType 'Payment Entry',etiqueta de campo/elemento,,erpnext/accounts/doctype/payment_entry/payment_entry.json,erpnext/accounts/doctype/payment_entry/payment_entry.json || erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json || erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json || erpnext/accounts/doctype/sales_invoice/sales_invoice.json || erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json,erpnext/accounts/doctype/payment_entry/payment_entry.json || erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json || erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json || erpnext/accounts/doctype/sales_invoice/sales_invoice.json || erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json,doctype-json,Payment Entry,"[""Label of the apply_tds (Check) field in DocType 'Payment Entry'"", ""Label of the apply_tds (Check) field in DocType 'Purchase Invoice Item'"", ""Label of the apply_tds (Check) field in DocType 'Purchase Invoice'"", ""Label of the apply_tds (Check) field in DocType 'Sales Invoice Item'"", ""Label of the apply_tds (Check) field in DocType 'Sales Invoice'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,,,,
erpnext:6e3e744a2f1da8e4,erpnext,erpnext,accounts,accounts,,Contabilidad,Consider for Tax Withholding ,Consider for Tax Withholding ,,,Considerar para la retención de impuestos ,,Considerar para la retención de impuestos ,,Label of the apply_tds (Check) field in DocType 'Journal Entry',etiqueta de campo/elemento,,erpnext/accounts/doctype/journal_entry/journal_entry.json,erpnext/accounts/doctype/journal_entry/journal_entry.json,erpnext/accounts/doctype/journal_entry/journal_entry.json,doctype-json,Journal Entry,"[""Label of the apply_tds (Check) field in DocType 'Journal Entry'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Withholding->retención; conserva espacio final.,,,
erpnext:49052afbd9127ed3,erpnext,erpnext,accounts,accounts,,Contabilidad,Considered In Paid Amount,Considered In Paid Amount,,,Considerado en el importe pagado,,Considerado en el importe pagado,,Label of the included_in_paid_amount (Check) field in DocType 'Advance Taxes and Charges',etiqueta de campo/elemento,,erpnext/accounts/doctype/advance_taxes_and_charges/advance_taxes_and_charges.json,erpnext/accounts/doctype/advance_taxes_and_charges/advance_taxes_and_charges.json || erpnext/accounts/doctype/purchase_taxes_and_charges/purchase_taxes_and_charges.json || erpnext/accounts/doctype/sales_taxes_and_charges/sales_taxes_and_charges.json,erpnext/accounts/doctype/advance_taxes_and_charges/advance_taxes_and_charges.json || erpnext/accounts/doctype/purchase_taxes_and_charges/purchase_taxes_and_charges.json || erpnext/accounts/doctype/sales_taxes_and_charges/sales_taxes_and_charges.json,doctype-json,Advance Taxes And Charges,"[""Label of the included_in_paid_amount (Check) field in DocType 'Advance Taxes and Charges'"", ""Label of the included_in_paid_amount (Check) field in DocType 'Purchase Taxes and Charges'"", ""Label of the included_in_paid_amount (Check) field in DocType 'Sales Taxes and Charges'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,,,,
erpnext:14ce44ab321af066,erpnext,erpnext,accounts,accounts,,Contabilidad,Consolidated,Consolidated,,,Consolidado,,Consolidado,,Option for the 'Status' (Select) field in DocType 'POS Invoice',opción de campo select,,erpnext/accounts/doctype/pos_invoice/pos_invoice.json,erpnext/accounts/doctype/pos_invoice/pos_invoice.json,erpnext/accounts/doctype/pos_invoice/pos_invoice.json,doctype-json,Pos Invoice,"[""Option for the 'Status' (Select) field in DocType 'POS Invoice'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Correcto.,,,
erpnext:57fe1ff547746faa,erpnext,erpnext,accounts,accounts,,Contabilidad,Consolidated Credit Note,Consolidated Credit Note,,,Nota de crédito consolidada,,Nota de Crédito Consolidada,,Label of the consolidated_credit_note (Link) field in DocType 'POS Invoice Merge Log',etiqueta de campo/elemento,,erpnext/accounts/doctype/pos_invoice_merge_log/pos_invoice_merge_log.json,erpnext/accounts/doctype/pos_invoice_merge_log/pos_invoice_merge_log.json,erpnext/accounts/doctype/pos_invoice_merge_log/pos_invoice_merge_log.json,doctype-json,Pos Invoice Merge Log,"[""Label of the consolidated_credit_note (Link) field in DocType 'POS Invoice Merge Log'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Consolidated Credit Note; capitalización,,,
erpnext:25af9d585bafedb3,erpnext,erpnext,accounts,accounts,,Contabilidad,Consolidated Financial Statement,Consolidated Financial Statement,,,Estado Financiero Consolidado,,Estado Financiero Consolidado,,Label of a Link in the Financial Reports Workspace,etiqueta de campo/elemento,,erpnext/accounts/report/consolidated_financial_statement/consolidated_financial_statement.json,erpnext/accounts/report/consolidated_financial_statement/consolidated_financial_statement.json || erpnext/accounts/workspace/financial_reports/financial_reports.json,erpnext/accounts/report/consolidated_financial_statement/consolidated_financial_statement.json || erpnext/accounts/workspace/financial_reports/financial_reports.json,report,Financial Reports (Workspace),"[""Label of a Link in the Financial Reports Workspace"", ""Name of a report""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,,,,
erpnext:78a04baecb08758a,erpnext,erpnext,accounts,accounts,,Contabilidad,Consolidated Sales Invoice,Consolidated Sales Invoice,,,Factura de venta consolidada,,Factura de venta consolidada,,Label of the consolidated_invoice (Link) field in DocType 'POS Invoice Merge Log',etiqueta de campo/elemento,,erpnext/accounts/doctype/pos_invoice/pos_invoice.json,erpnext/accounts/doctype/pos_invoice/pos_invoice.json || erpnext/accounts/doctype/pos_invoice_merge_log/pos_invoice_merge_log.json || erpnext/accounts/doctype/sales_invoice/sales_invoice.py:580,erpnext/accounts/doctype/pos_invoice/pos_invoice.json || erpnext/accounts/doctype/pos_invoice_merge_log/pos_invoice_merge_log.json || erpnext/accounts/doctype/sales_invoice/sales_invoice.py:580,doctype-json,Pos Invoice,"[""Label of the consolidated_invoice (Link) field in DocType 'POS Invoice Merge Log'"", ""Label of the consolidated_invoice (Link) field in DocType 'POS Invoice'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Correcto.,,,
erpnext:7a0281b862c42f46,erpnext,erpnext,accounts,accounts,,Contabilidad,Consolidated Trial Balance,Consolidated Trial Balance,,,Balance de comprobación consolidado,,Balanza de Comprobación Consolidada,,Name of a report,nombre de reporte,,erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.json,erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.json,erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.json,report,,"[""Name of a report""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Trial Balance=Balanza de Comprobación (glosario).,,,
erpnext:d9ea3178a09a6186,erpnext,erpnext,accounts,accounts,,Contabilidad,Consolidated Trial Balance can be generated for Companies having same root Company.,Consolidated Trial Balance can be generated for Companies having same root Company.,,,Se puede generar un balance de comprobación consolidado para empresas que tengan la misma empresa raíz.,,Se puede generar un balance de comprobación consolidado para empresas que tengan la misma Empresa raíz.,,,,,erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.py:71,erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.py:71,erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.py:71,report,,[],,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Consolidated Trial Balance -> balanza/balance de comprobación; aceptable.,,,
erpnext:c6ca17a010fbd729,erpnext,erpnext,accounts,accounts,,Contabilidad,Consolidated Trial balance could not be generated as Exchange Rate from {0} to {1} is not available for {2}.,Consolidated Trial balance could not be generated as Exchange Rate from {0} to {1} is not available for {2}.,,,No se pudo generar el balance de prueba consolidado porque el tipo de cambio de {0} a {1} no está disponible para {2}.,,No se pudo generar la Balanza de Comprobación consolidada porque el tipo de cambio de {0} a {1} no está disponible para {2}.,,,,,erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.py:157,erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.py:157,erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.py:157,report,,[],{0};{1};{2},{0};{1};{2},{0};{1};{2},ok,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Trial balance->Balanza de Comprobación (glosario); placeholders preservados.,,,
erpnext:fb7174c4ad11cae5,erpnext,erpnext,assets,assets,,Activos,Consumed Asset Total Value,Consumed Asset Total Value,,,Valor total de los activos consumidos,,Valor total de los activos consumidos,,Label of the asset_items_total (Currency) field in DocType 'Asset Capitalization',etiqueta de campo/elemento,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json,doctype-json,Asset Capitalization,"[""Label of the asset_items_total (Currency) field in DocType 'Asset Capitalization'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,,,,
erpnext:00797c157c06a187,erpnext,erpnext,assets,assets,,Activos,Consumed Assets,Consumed Assets,,,Activos consumidos,,Activos consumidos,,Label of the section_break_26 (Section Break) field in DocType 'Asset Capitalization',etiqueta de campo/elemento,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json,doctype-json,Asset Capitalization,"[""Label of the section_break_26 (Section Break) field in DocType 'Asset Capitalization'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Etiqueta de sección clara.,,,
erpnext:661417caa857dbd8,erpnext,erpnext,assets,assets,,Activos,Consumed Items Cost,Consumed Items Cost,,,Costo de los artículos consumidos,,Costo de los artículos consumidos,,Label of the consumed_items_cost (Currency) field in DocType 'Asset Repair',etiqueta de campo/elemento,,erpnext/assets/doctype/asset_repair/asset_repair.json,erpnext/assets/doctype/asset_repair/asset_repair.json,erpnext/assets/doctype/asset_repair/asset_repair.json,doctype-json,Asset Repair,"[""Label of the consumed_items_cost (Currency) field in DocType 'Asset Repair'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,"Cost->Costo, Item->Artículo.",,,
erpnext:d508d4465f0f3f61,erpnext,erpnext,assets,assets,,Activos,Consumed Quantity,Consumed Quantity,,,Calidad consumida,,Cantidad Consumida,,Label of the consumed_quantity (Data) field in DocType 'Asset Repair Consumed Item',etiqueta de campo/elemento,,erpnext/assets/doctype/asset_repair_consumed_item/asset_repair_consumed_item.json,erpnext/assets/doctype/asset_repair_consumed_item/asset_repair_consumed_item.json,erpnext/assets/doctype/asset_repair_consumed_item/asset_repair_consumed_item.json,doctype-json,Asset Repair Consumed Item,"[""Label of the consumed_quantity (Data) field in DocType 'Asset Repair Consumed Item'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,consumed_quantity; error 'Calidad' -> Cantidad.,,,
erpnext:a96d5b41d33b153f,erpnext,erpnext,assets,assets,,Activos,Consumed Stock Items,Consumed Stock Items,,,Artículos de stock consumidos,,Artículos de inventario consumidos,,Label of the section_break_16 (Section Break) field in DocType 'Asset Capitalization',etiqueta de campo/elemento,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json || erpnext/assets/doctype/asset_repair/asset_repair.json,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json || erpnext/assets/doctype/asset_repair/asset_repair.json,doctype-json,Asset Capitalization,"[""Label of the section_break_16 (Section Break) field in DocType 'Asset Capitalization'"", ""Label of the stock_consumption_details_section (Section Break) field in DocType 'Asset Repair'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Stock→inventario; Item→Artículo.,,,
erpnext:b64629fa38c410e3,erpnext,erpnext,assets,assets,,Activos,"Consumed Stock Items, Consumed Asset Items or Consumed Service Items is mandatory for Capitalization","Consumed Stock Items, Consumed Asset Items or Consumed Service Items is mandatory for Capitalization",,,"Los artículos de stock consumidos, los artículos de activos consumidos o los artículos de servicios consumidos son obligatorios para la capitalización",,"Los artículos de existencias consumidos, los artículos de activos consumidos o los artículos de servicios consumidos son obligatorios para la capitalización",,,,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:289,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:289,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:289,doctype-controller,Asset Capitalization,[],,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Stock Items->artículos de existencias (mejora leve de 'stock'); Item->artículo; correcta en lo demas.,,,
erpnext:1f964271c2830137,erpnext,erpnext,assets,assets,,Activos,Consumed Stock Total Value,Consumed Stock Total Value,,,Valor total del stock consumido,,Valor total del inventario consumido,,Label of the stock_items_total (Currency) field in DocType 'Asset Capitalization',etiqueta de campo/elemento,,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json,doctype-json,Asset Capitalization,"[""Label of the stock_items_total (Currency) field in DocType 'Asset Capitalization'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Stock->Inventario,,,
erpnext:d38cedd8625c426f,erpnext,erpnext,accounts,accounts;buying;crm;selling;setup;stock,sí,Contabilidad,Contact HTML,Contact HTML,,,HTML de Contacto,,HTML de Contacto,,Label of the contact_html (HTML) field in DocType 'Bank Account',etiqueta de campo/elemento,,erpnext/accounts/doctype/bank/bank.json,erpnext/accounts/doctype/bank/bank.json || erpnext/accounts/doctype/bank_account/bank_account.json || erpnext/accounts/doctype/shareholder/shareholder.json || erpnext/buying/doctype/supplier/supplier.json || erpnext/crm/doctype/lead/lead.json || erpnext/crm/doctype/opportunity/opportunity.json || erpnext/crm/doctype/prospect/prospect.json || erpnext/selling/doctype/customer/customer.json || erpnext/setup/doctype/sales_partner/sales_partner.json || erpnext/stock/doctype/manufacturer/manufacturer.json || erpnext/stock/doctype/warehouse/warehouse.json,erpnext/accounts/doctype/bank/bank.json || erpnext/accounts/doctype/bank_account/bank_account.json || erpnext/accounts/doctype/shareholder/shareholder.json || erpnext/buying/doctype/supplier/supplier.json || erpnext/crm/doctype/lead/lead.json || erpnext/crm/doctype/opportunity/opportunity.json || erpnext/crm/doctype/prospect/prospect.json || erpnext/selling/doctype/customer/customer.json || erpnext/setup/doctype/sales_partner/sales_partner.json || erpnext/stock/doctype/manufacturer/manufacturer.json || erpnext/stock/doctype/warehouse/warehouse.json,doctype-json,Bank,"[""Label of the contact_html (HTML) field in DocType 'Bank Account'"", ""Label of the contact_html (HTML) field in DocType 'Bank'"", ""Label of the contact_html (HTML) field in DocType 'Customer'"", ""Label of the contact_html (HTML) field in DocType 'Lead'"", ""Label of the contact_html (HTML) field in DocType 'Manufacturer'"", ""Label of the contact_html (HTML) field in DocType 'Opportunity'"", ""Label of the contact_html (HTML) field in DocType 'Prospect'"", ""Label of the contact_html (HTML) field in DocType 'Sales Partner'"", ""Label of the contact_html (HTML) field in DocType 'Shareholder'"", ""Label of the contact_html (HTML) field in DocType 'Supplier'"", ""Label of the contact_html (HTML) field in DocType 'Warehouse'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Campo técnico; correcto.,,,
erpnext:55a6868e823a3ccc,erpnext,erpnext,accounts,accounts,,Contabilidad,Contact List,Contact List,,,Lista de Contactos,,Lista de Contactos,,Label of the contact_list (Code) field in DocType 'Shareholder',etiqueta de campo/elemento,,erpnext/accounts/doctype/shareholder/shareholder.json,erpnext/accounts/doctype/shareholder/shareholder.json,erpnext/accounts/doctype/shareholder/shareholder.json,doctype-json,Shareholder,"[""Label of the contact_list (Code) field in DocType 'Shareholder'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Contact List,,,
