entry_key,app,origin_app,module,all_modules,cross_module,functional_domain,source_text,msgid,msgid_plural,msgctxt,current_translation,current_plural_translations,proposed_translation,proposed_plural_translations,context,field_or_action,user_role,source_reference,all_source_references,po_reference,source_kind,doctype_or_view,extracted_comments,placeholders_source,placeholders_current,placeholders_proposed,placeholder_status,flags,pluralization,status,review_status,human_authored,core_candidate,mexico_specific,client_specific,human_notes,historical_reference,historical_translation,notes
crm:6d190944481efeae,crm,crm,fcrm,fcrm,,Fcrm,Company logo discovered by Domain Enrichment.,Company logo discovered by Domain Enrichment.,,,,,,,Description of the 'Organization Logo' (Attach Image) field in DocType 'CRM Deal',descripción,,crm/fcrm/doctype/crm_deal/crm_deal.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json,,doctype-json,Crm Deal,"[""Description of the 'Organization Logo' (Attach Image) field in DocType 'CRM Deal'"", ""Description of the 'Organization Logo' (Attach Image) field in DocType 'CRM Lead'""]",,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,"POT-only: en el universo fresco, sin traducir"
crm:cac5c5062d6a3529,crm,crm,src,src,,Src,Company name is required,Company name is required,,,,,,,,,,frontend/src/components/Settings/ERPNextSettings.vue:526,frontend/src/components/Settings/ERPNextSettings.vue:526,frontend/src/components/Settings/ERPNextSettings.vue:517,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:5698583fdc3af013,crm,crm,templates,templates,,Templates,Complete Registration,Complete Registration,,,Registro completo,,,,,,,crm/templates/emails/helpdesk_invitation.html:10,crm/templates/emails/helpdesk_invitation.html:10,crm/templates/emails/helpdesk_invitation.html:10,jinja-html,,[],,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:e1dc3e632871ce03,crm,crm,domain_enrichment,domain_enrichment;fcrm;src,sí,Domain_Enrichment,Completed,Completed,,,Completado,,,,Option for the 'Status' (Select) field in DocType 'CRM Call Log',opción de campo select,,crm/domain_enrichment/doctype/crm_enrichment_run/crm_enrichment_run.json,crm/domain_enrichment/doctype/crm_enrichment_run/crm_enrichment_run.json || crm/fcrm/doctype/crm_call_log/crm_call_log.json || frontend/src/utils/callLog.js:62,crm/fcrm/doctype/crm_call_log/crm_call_log.json || frontend/src/utils/callLog.js:62,doctype-json,Crm Enrichment Run,"[""Option for the 'Status' (Select) field in DocType 'CRM Call Log'"", ""Option for the 'Status' (Select) field in DocType 'CRM Enrichment Run'""]",,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:1ec26dfaa6d2f358,crm,crm,fcrm,fcrm,,Fcrm,Computer,Computer,,,Computadora,,,,Option for the 'Device' (Select) field in DocType 'CRM Telephony Agent',opción de campo select,,crm/fcrm/doctype/crm_telephony_agent/crm_telephony_agent.json,crm/fcrm/doctype/crm_telephony_agent/crm_telephony_agent.json,crm/fcrm/doctype/crm_telephony_agent/crm_telephony_agent.json,doctype-json,Crm Telephony Agent,"[""Option for the 'Device' (Select) field in DocType 'CRM Telephony Agent'""]",,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:4488a1a5b5577ecd,crm,crm,src,fcrm;src,sí,Src,Condition,Condition,,,Condición,,,,Label of the condition (Code) field in DocType 'CRM Service Level Agreement',etiqueta de campo/elemento,,crm/fcrm/doctype/crm_service_level_agreement/crm_service_level_agreement.json,crm/fcrm/doctype/crm_service_level_agreement/crm_service_level_agreement.json || frontend/src/components/ConditionsFilter/CFCondition.vue:65 || frontend/src/components/ConditionsFilter/CFCondition.vue:72,crm/fcrm/doctype/crm_service_level_agreement/crm_service_level_agreement.json || frontend/src/components/ConditionsFilter/CFCondition.vue:65 || frontend/src/components/ConditionsFilter/CFCondition.vue:72,doctype-json,Crm Service Level Agreement,"[""Label of the condition (Code) field in DocType 'CRM Service Level Agreement'"", ""Label of the condition_json (Code) field in DocType 'CRM Service Level Agreement'""]",,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:ea4b4e5910402495,crm,crm,src,src,,Src,Conditions for this rule were created from,Conditions for this rule were created from,,,,,,,,,,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:188,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:188 || frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:272,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:188 || frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:272,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:36d2a3fb82efd215,crm,crm,src,src,,Src,Configure,Configure,,,,,,,,,,frontend/src/components/Settings/Profile/ProfileSettings.vue:107,frontend/src/components/Settings/Profile/ProfileSettings.vue:107 || frontend/src/components/Settings/Telephony/TelephonySettings.vue:163 || frontend/src/components/Settings/Telephony/TelephonySettings.vue:190,frontend/src/components/Settings/Profile/ProfileSettings.vue:107 || frontend/src/components/Settings/Telephony/TelephonySettings.vue:163 || frontend/src/components/Settings/Telephony/TelephonySettings.vue:190,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:eb1df86a97ce0e61,crm,crm,src,src,,Src,Configure Telephony Settings for your CRM,Configure Telephony Settings for your CRM,,,,,,,,,,frontend/src/components/Settings/Telephony/TelephonySettings.vue:18,frontend/src/components/Settings/Telephony/TelephonySettings.vue:18,frontend/src/components/Settings/Telephony/TelephonySettings.vue:18,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:99038e7e49694da4,crm,crm,src,src,,Src,Configure actions that appear on the home dropdown,Configure actions that appear on the home dropdown,,,,,,,,,,frontend/src/components/Settings/HomeActions.vue:10,frontend/src/components/Settings/HomeActions.vue:10,frontend/src/components/Settings/HomeActions.vue:10,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:565e95da587f85bf,crm,crm,src,src,,Src,"Configure default settings for your CRM system, including default currency, date formats, and other system-wide preferences to ensure consistency across your system.","Configure default settings for your CRM system, including default currency, date formats, and other system-wide preferences to ensure consistency across your system.",,,,,,,,,,frontend/src/components/Settings/DefaultsSettings.vue:10,frontend/src/components/Settings/DefaultsSettings.vue:10,frontend/src/components/Settings/DefaultsSettings.vue:10,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:4fe7a506a772125b,crm,crm,src,src,,Src,Configure general settings for your application,Configure general settings for your application,,,,,,,,,,frontend/src/components/Settings/GeneralSettings.vue:8,frontend/src/components/Settings/GeneralSettings.vue:8,frontend/src/components/Settings/GeneralSettings.vue:8,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:8ef7a7c24a683eba,crm,crm,src,src,,Src,"Configure how your dashboard calculates, formats, and displays key metrics, including forecasting, deal values, and currency settings","Configure how your dashboard calculates, formats, and displays key metrics, including forecasting, deal values, and currency settings",,,,,,,,,,frontend/src/components/Settings/DashboardSettings.vue:10,frontend/src/components/Settings/DashboardSettings.vue:10,frontend/src/components/Settings/DashboardSettings.vue:10,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:909e5a88f8ab222b,crm,crm,src,src,,Src,Configure the Exchange Rate Provider for your CRM,Configure the Exchange Rate Provider for your CRM,,,,,,,,,,frontend/src/components/Settings/DashboardSettings.vue:102,frontend/src/components/Settings/DashboardSettings.vue:102,frontend/src/components/Settings/DashboardSettings.vue:102,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:939765165e08a6c4,crm,crm,src,src,,Src,"Configure your Brand Name, Logo, and Favicon","Configure your Brand Name, Logo, and Favicon",,,,,,,,,,frontend/src/components/Settings/BrandSettings.vue:10,frontend/src/components/Settings/BrandSettings.vue:10,frontend/src/components/Settings/BrandSettings.vue:10,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:9e8993c13d570ee7,crm,crm,src,src,,Src,Configure your Calendar Settings like Default View and Event Notifications here,Configure your Calendar Settings like Default View and Event Notifications here,,,,,,,,,,frontend/src/components/Settings/CalendarSettings.vue:12,frontend/src/components/Settings/CalendarSettings.vue:12,frontend/src/components/Settings/CalendarSettings.vue:12,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:3fe57c0d2e7ce17d,crm,crm,src,src,,Src,Configure your Exotel Telephony Integration Settings here,Configure your Exotel Telephony Integration Settings here,,,,,,,,,,frontend/src/components/Settings/Telephony/TelephonySettings.vue:184,frontend/src/components/Settings/Telephony/TelephonySettings.vue:184,frontend/src/components/Settings/Telephony/TelephonySettings.vue:184,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:861e96201b60f63f,crm,crm,src,src,,Src,Configure your Twilio Telephony Integration Settings here,Configure your Twilio Telephony Integration Settings here,,,,,,,,,,frontend/src/components/Settings/Telephony/TelephonySettings.vue:157,frontend/src/components/Settings/Telephony/TelephonySettings.vue:157,frontend/src/components/Settings/Telephony/TelephonySettings.vue:157,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:5de4c478e321c727,crm,crm,src,src,,Src,Confirm,Confirm,,,Confirmar,,,,,,,frontend/src/composables/demoData.js:26,frontend/src/composables/demoData.js:26 || frontend/src/composables/frappecloud.js:29,frontend/src/composables/demoData.js:26 || frontend/src/composables/frappecloud.js:29,client-js,,[],,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:059526d5c9c0357d,crm,crm,src,src,,Src,Confirm Delete,Confirm Delete,,,,,,,,,,frontend/src/components/Settings/Sla/EditResponseResolutionModal.vue:39,frontend/src/components/Settings/Sla/EditResponseResolutionModal.vue:39 || frontend/src/components/Settings/Sla/WorkDayModal.vue:66,frontend/src/components/Settings/Sla/EditResponseResolutionModal.vue:39 || frontend/src/components/Settings/Sla/WorkDayModal.vue:66,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:dc011d6fdf40ed1d,crm,crm,src,src,,Src,Confirm Overwrite,Confirm Overwrite,,,,,,,,,,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:640,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:640 || frontend/src/components/Settings/Sla/SlaPolicyView.vue:399,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:640 || frontend/src/components/Settings/Sla/SlaPolicyView.vue:399,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:dd66fedeaa527f42,crm,crm,src,src,,Src,Confirm Password,Confirm Password,,,Confirmar Contraseña,,,,,,,frontend/src/components/Modals/ChangePasswordModal.vue:30,frontend/src/components/Modals/ChangePasswordModal.vue:30,frontend/src/components/Modals/ChangePasswordModal.vue:30,client-js,,[],,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:42802d648b15df7c,crm,crm,src,src,,Src,Confirm {0},Confirm {0},,,,,,,,,,frontend/src/utils/index.js:822,frontend/src/utils/index.js:822 || frontend/src/utils/index.js:825,frontend/src/utils/index.js:822 || frontend/src/utils/index.js:825,client-js,,[],{0},,,ok,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:1ddaf67911c23420,crm,crm,src,src,,Src,Connect ERPNext to Frappe CRM,Connect ERPNext to Frappe CRM,,,,,,,,,,frontend/src/components/Settings/ERPNextSettings.vue:281,frontend/src/components/Settings/ERPNextSettings.vue:281,frontend/src/components/Settings/ERPNextSettings.vue:274,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:b752cfe7324f0e7a,crm,crm,src,src,,Src,Connect your Email,Connect your Email,,,,,,,,,,frontend/src/pages/Welcome.vue:35,frontend/src/pages/Welcome.vue:35,frontend/src/pages/Welcome.vue:35,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:852f5295ca29f5b8,crm,crm,fcrm,fcrm;src,sí,CRM,Contact,Contact,,,Contacto,,Contacto,,CRM,DocType,comercial,crm/fcrm/doctype/crm_contacts/crm_contacts.json,crm/fcrm/doctype/crm_contacts/crm_contacts.json || crm/fcrm/doctype/crm_deal/crm_deal.json || frontend/src/components/Layouts/AppSidebar.vue:582 || frontend/src/components/Modals/ConvertToDealModal.vue:51,crm/fcrm/doctype/crm_contacts/crm_contacts.json || crm/fcrm/doctype/crm_deal/crm_deal.json || frontend/src/components/Layouts/AppSidebar.vue:582 || frontend/src/components/Modals/ConvertToDealModal.vue:51,doctype-json,Crm Contacts,"[""Label of the contact (Link) field in DocType 'CRM Contacts'"", ""Label of the contact (Link) field in DocType 'CRM Deal'""]",,,,,,,existente correcta,revisado (muestra etapa 2),sí,,,,,,,
crm:1290fdbfca043930,crm,crm,src,src,,Src,Contact Added,Contact Added,,,,,,,,,,frontend/src/pages/Deal.vue:689,frontend/src/pages/Deal.vue:689 || frontend/src/pages/MobileDeal.vue:551,frontend/src/pages/Deal.vue:682 || frontend/src/pages/MobileDeal.vue:551,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:c82604f337a75176,crm,crm,src,src,,Src,Contact Already Added,Contact Already Added,,,,,,,,,,frontend/src/pages/Deal.vue:679,frontend/src/pages/Deal.vue:679 || frontend/src/pages/MobileDeal.vue:541,frontend/src/pages/Deal.vue:672 || frontend/src/pages/MobileDeal.vue:541,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:653636b3b3ade502,crm,crm,fcrm,fcrm,,Fcrm,Contact Already Exists,Contact Already Exists,,,,,,,,,,crm/fcrm/doctype/crm_lead/crm_lead.py:324,crm/fcrm/doctype/crm_lead/crm_lead.py:324,crm/fcrm/doctype/crm_lead/crm_lead.py:290,doctype-controller,Crm Lead,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:439bc982b636a648,crm,crm,src,src,,Src,Contact Image Updated,Contact Image Updated,,,,,,,,,,frontend/src/pages/MobileContact.vue:266,frontend/src/pages/MobileContact.vue:266,frontend/src/pages/MobileContact.vue:266,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:ce0e503df0525013,crm,crm,src,src,,Src,Contact Removed,Contact Removed,,,,,,,,,,frontend/src/pages/Deal.vue:700,frontend/src/pages/Deal.vue:700 || frontend/src/pages/MobileDeal.vue:562,frontend/src/pages/Deal.vue:693 || frontend/src/pages/MobileDeal.vue:562,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:67ba702790f41035,crm,crm,src,src,,Src,Contact Support,Contact Support,,,,,,,,,,frontend/src/components/Modals/AboutModal.vue:70,frontend/src/components/Modals/AboutModal.vue:70,frontend/src/components/Modals/AboutModal.vue:70,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:83b4b82ef4142c34,crm,crm,src,src,,Src,Contact Updated,Contact Updated,,,,,,,,,,frontend/src/pages/Contact.vue:448,frontend/src/pages/Contact.vue:448 || frontend/src/pages/Contact.vue:461 || frontend/src/pages/Contact.vue:474 || frontend/src/pages/Contact.vue:484 || frontend/src/pages/MobileContact.vue:446 || frontend/src/pages/MobileContact.vue:459 || frontend/src/pages/MobileContact.vue:472 || frontend/src/pages/MobileContact.vue:482,frontend/src/pages/Contact.vue:448 || frontend/src/pages/Contact.vue:461 || frontend/src/pages/Contact.vue:474 || frontend/src/pages/Contact.vue:484 || frontend/src/pages/MobileContact.vue:446 || frontend/src/pages/MobileContact.vue:459 || frontend/src/pages/MobileContact.vue:472 || frontend/src/pages/MobileContact.vue:482,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:bdbfa833d4c98a04,crm,crm,src,src,,Src,Contact Us,Contact Us,,,Contáctanos,,,,,,,frontend/src/components/Modals/EditValueModal.vue:19,frontend/src/components/Modals/EditValueModal.vue:19,frontend/src/components/Modals/EditValueModal.vue:19,client-js,,[],,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:c3cc0e9deeb9182e,crm,crm,fcrm,fcrm,,Fcrm,Contact already exists with Email: {0},Contact already exists with Email: {0},,,,,,,,,,crm/fcrm/doctype/crm_lead/crm_lead.py:323,crm/fcrm/doctype/crm_lead/crm_lead.py:323,crm/fcrm/doctype/crm_lead/crm_lead.py:289,doctype-controller,Crm Lead,[],{0},,,ok,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:96455c51ff59b2d4,crm,crm,src,src,,Src,Contact image updated,Contact image updated,,,,,,,,,,frontend/src/pages/Contact.vue:289,frontend/src/pages/Contact.vue:289,frontend/src/pages/Contact.vue:289,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:49709bc7c4fc0903,crm,crm,src,fcrm;src,sí,Src,Contacts,Contacts,,,Contactos,,,,Label of a shortcut in the Frappe CRM Workspace,etiqueta de campo/elemento,,crm/fcrm/doctype/crm_deal/crm_deal.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/workspace/frappe_crm/frappe_crm.json || frontend/src/pages/Contact.vue:244 || frontend/src/pages/MobileContact.vue:226 || frontend/src/pages/MobileOrganization.vue:349,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/workspace/frappe_crm/frappe_crm.json || frontend/src/pages/Contact.vue:244 || frontend/src/pages/MobileContact.vue:226 || frontend/src/pages/MobileOrganization.vue:349,doctype-json,Crm Deal,"[""Label of a shortcut in the Frappe CRM Workspace"", ""Label of the contacts (Table) field in DocType 'CRM Deal'"", ""Label of the contacts_tab (Tab Break) field in DocType 'CRM Deal'""]",,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:aaadeaa63c9868ee,crm,crm,src,fcrm;src,sí,Src,Content,Content,,,Contenido,,,,Label of the content (Text Editor) field in DocType 'FCRM Note',etiqueta de campo/elemento,,crm/fcrm/doctype/fcrm_note/fcrm_note.json,crm/fcrm/doctype/fcrm_note/fcrm_note.json || frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:101 || frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:90 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:102 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:91,crm/fcrm/doctype/fcrm_note/fcrm_note.json || frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:91 || frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:102 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:91 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:102,doctype-json,Fcrm Note,"[""Label of the content (Text Editor) field in DocType 'FCRM Note'""]",,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:f83e3db298ece996,crm,crm,src,src,,Src,Content Type,Content Type,,,Tipo de contenido,,,,,,,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:77,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:77 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:78,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:78 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:78,client-js,,[],,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:96d06fa689a5738b,crm,crm,src,src,,Src,Content is required,Content is required,,,,,,,,,,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:155,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:155 || frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:159 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:162 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:166,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:156 || frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:160 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:162 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:166,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:22928f14cebdb9b3,crm,crm,src,src,,Src,"Controls how numbers are displayed (e.g., commas, decimal separators)","Controls how numbers are displayed (e.g., commas, decimal separators)",,,,,,,,,,frontend/src/components/Settings/DefaultsSettings.vue:75,frontend/src/components/Settings/DefaultsSettings.vue:75,frontend/src/components/Settings/DefaultsSettings.vue:75,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:7f3001dd48e005ce,crm,crm,src,src,,Src,Convert,Convert,,,,,,,,,,frontend/src/components/Layouts/AppSidebar.vue:405,frontend/src/components/Layouts/AppSidebar.vue:405 || frontend/src/components/ListBulkActions.vue:86 || frontend/src/components/Modals/ConvertToDealModal.vue:83 || frontend/src/pages/MobileLead.vue:54,frontend/src/components/Layouts/AppSidebar.vue:405 || frontend/src/components/ListBulkActions.vue:86 || frontend/src/components/Modals/ConvertToDealModal.vue:83 || frontend/src/pages/MobileLead.vue:54,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:7d7d940ca2b7ffc6,crm,crm,src,src,,Src,Convert lead to deal,Convert lead to deal,,,,,,,,,,frontend/src/components/Layouts/AppSidebar.vue:396,frontend/src/components/Layouts/AppSidebar.vue:396 || frontend/src/components/Layouts/AppSidebar.vue:404,frontend/src/components/Layouts/AppSidebar.vue:396 || frontend/src/components/Layouts/AppSidebar.vue:404,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:e18060c2ca2d90aa,crm,crm,src,src,,Src,Convert to Deal,Convert to Deal,,,,,,,,,,frontend/src/components/ListBulkActions.vue:195,frontend/src/components/ListBulkActions.vue:195 || frontend/src/components/ListBulkActions.vue:78 || frontend/src/components/Modals/ConvertToDealModal.vue:7 || frontend/src/pages/Lead.vue:44,frontend/src/components/ListBulkActions.vue:78 || frontend/src/components/ListBulkActions.vue:195 || frontend/src/components/Modals/ConvertToDealModal.vue:7 || frontend/src/pages/Lead.vue:38,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:c1a9ad61287331df,crm,crm,fcrm,fcrm,,Fcrm,Converted,Converted,,,Convertido,,,,Label of the converted (Check) field in DocType 'CRM Lead',etiqueta de campo/elemento,,crm/fcrm/doctype/crm_lead/crm_lead.json,crm/fcrm/doctype/crm_lead/crm_lead.json,crm/fcrm/doctype/crm_lead/crm_lead.json,doctype-json,Crm Lead,"[""Label of the converted (Check) field in DocType 'CRM Lead'""]",,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:7b3cdad913607e1c,crm,crm,src,src,,Src,Converted Successfully,Converted Successfully,,,,,,,,,,frontend/src/components/ListBulkActions.vue:94,frontend/src/components/ListBulkActions.vue:94,frontend/src/components/ListBulkActions.vue:94,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:fc68bd2e415ad669,crm,crm,src,src,,Src,Copied to Clipboard,Copied to Clipboard,,,,,,,,,,frontend/src/utils/index.js:405,frontend/src/utils/index.js:405,frontend/src/utils/index.js:405,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:708a2fe3004cb8dc,crm,crm,fcrm,fcrm,,Fcrm,"Could not create the Frappe CRM custom fields on {0} automatically. If it is running the latest ERPNext, enable <b>Frappe CRM Data Synchronization</b> in its CRM Settings, Otherwise check the Error Log.","Could not create the Frappe CRM custom fields on {0} automatically. If it is running the latest ERPNext, enable <b>Frappe CRM Data Synchronization</b> in its CRM Settings, Otherwise check the Error Log.",,,,,,,,,,crm/fcrm/doctype/erpnext_crm_settings/erpnext_crm_settings.py:157,crm/fcrm/doctype/erpnext_crm_settings/erpnext_crm_settings.py:157,crm/fcrm/doctype/erpnext_crm_settings/erpnext_crm_settings.py:156,doctype-controller,Erpnext Crm Settings,[],{0},,,ok,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:e12da66c71d75dc5,crm,crm,src,src,,Src,Could not enrich from the website.,Could not enrich from the website.,,,,,,,,,,frontend/src/components/Modals/DealModal.vue:152,frontend/src/components/Modals/DealModal.vue:152 || frontend/src/components/Modals/LeadModal.vue:121 || frontend/src/components/Modals/OrganizationModal.vue:129,,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,"POT-only: en el universo fresco, sin traducir"
crm:c34ba5e99c6e87fd,crm,crm,src,src,,Src,Could not remove.,Could not remove.,,,,,,,,,,frontend/src/components/Settings/Hierarchy/useRemoveNode.js:16,frontend/src/components/Settings/Hierarchy/useRemoveNode.js:16,frontend/src/components/Settings/Hierarchy/useRemoveNode.js:16,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:a92caa7566a28a75,crm,crm,src,src,,Src,Could not start enrichment.,Could not start enrichment.,,,,,,,,,,frontend/src/components/EnrichFromWebsite.vue:93,frontend/src/components/EnrichFromWebsite.vue:93,,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,"POT-only: en el universo fresco, sin traducir"
crm:c5fbb5e86a812fe0,crm,crm,src,src,,Src,Could not update report to,Could not update report to,,,,,,,,,,frontend/src/components/Settings/Hierarchy/Hierarchy.vue:469,frontend/src/components/Settings/Hierarchy/Hierarchy.vue:469,frontend/src/components/Settings/Hierarchy/Hierarchy.vue:469,client-js,,[],,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,
crm:10804e5faae2a228,crm,crm,api,api,,Api,Count,Count,,,Contar,,,,,,,crm/api/dashboard.py:647,crm/api/dashboard.py:647 || crm/api/dashboard.py:795 || crm/api/dashboard.py:852 || crm/api/dashboard.py:945,crm/api/dashboard.py:647 || crm/api/dashboard.py:795 || crm/api/dashboard.py:852 || crm/api/dashboard.py:945,python,,[],,,,,,,pendiente de segunda revisión,pendiente de segunda revisión,,,,,,,,
crm:8bc9fd9a6357f92a,crm,crm,domain_enrichment,domain_enrichment,,Domain_Enrichment,Crawl,Crawl,,,,,,,Label of the crawl_tab (Tab Break) field in DocType 'CRM Enrichment Settings',etiqueta de campo/elemento,,crm/domain_enrichment/doctype/crm_enrichment_settings/crm_enrichment_settings.json,crm/domain_enrichment/doctype/crm_enrichment_settings/crm_enrichment_settings.json,,doctype-json,Crm Enrichment Settings,"[""Label of the crawl_tab (Tab Break) field in DocType 'CRM Enrichment Settings'""]",,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,"POT-only: en el universo fresco, sin traducir"
crm:1b82655a85bd4886,crm,crm,domain_enrichment,domain_enrichment,,Domain_Enrichment,Crawl Tuning,Crawl Tuning,,,,,,,Label of the tuning_section (Section Break) field in DocType 'CRM Enrichment Settings',etiqueta de campo/elemento,,crm/domain_enrichment/doctype/crm_enrichment_settings/crm_enrichment_settings.json,crm/domain_enrichment/doctype/crm_enrichment_settings/crm_enrichment_settings.json,,doctype-json,Crm Enrichment Settings,"[""Label of the tuning_section (Section Break) field in DocType 'CRM Enrichment Settings'""]",,,,,,,sin traducción,pendiente de segunda revisión,,,,,,,,"POT-only: en el universo fresco, sin traducir"
