app,doctype_tecnico,es_actual,es_propuesta,entry_key,referencias,cambio_visible,impacto_cursos_docs,estado
erpnext,Pos Item Group,Grupo de Productos PdV,Grupo de Artículos de Punto de Venta,erpnext:67f59c05520d98b1,erpnext/accounts/doctype/pos_item_group/pos_item_group.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Pos Payment Method,Método de Pago PdV,Método de Pago de PDV,erpnext:f99e5e3b77862e15,erpnext/accounts/doctype/pos_payment_method/pos_payment_method.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Pos Profile User,Usuario de Perfil PdV,Usuario del Perfil de POS,erpnext:eeffd9c612c6c248,erpnext/accounts/doctype/pos_profile_user/pos_profile_user.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Party Account,Cuenta asignada,Cuenta del Tercero,erpnext:a3522e8a2479d5c5,erpnext/accounts/doctype/party_account/party_account.json || erpnext/accounts/report/accounts_receivable/accounts_receivable.py:1161,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Party Link,Enlace de terceros,Vínculo de Tercero,erpnext:02d21c363edcbfee,erpnext/accounts/doctype/party_link/party_link.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Unreconcile Payment Entries,Tipo de entidad,Tipo de tercero,erpnext:2490aae87154417d,banking/src/components/features/BankReconciliation/BankEntryModalContent.tsx:590 || banking/src/components/features/BankReconciliation/RecordPaymentModalContent.tsx:170 || banking/src/components/featu,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Invoicing (Workspace),Entrada de pago,Registro de Pago,erpnext:0aed1c03c043195a,banking/src/components/features/BankReconciliation/Rules/RuleForm.tsx:271 || erpnext/accounts/doctype/accounts_settings/accounts_settings.js:59 || erpnext/accounts/doctype/bank_clearance_detail/bank_c,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Payment Entry Deduction,Deducción de Entrada de Pago,Deducción de Registro de Pago,erpnext:c7968ecc73b2d96a,erpnext/accounts/doctype/payment_entry_deduction/payment_entry_deduction.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Payment Entry Reference,Referencia de Entrada de Pago,Referencia de Registro de Pago,erpnext:c9ded2efbc2944f0,erpnext/accounts/doctype/payment_entry_reference/payment_entry_reference.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Payment Ledger Entry,,Registro del Libro Mayor de Pagos,erpnext:0d25949e150ccaab,erpnext/accounts/doctype/payment_ledger_entry/payment_ledger_entry.json,sí,medio,pendiente de consulta a clientes
erpnext,Payment Reconciliation Allocation,Asignación de conciliación de pagos,Asignación de Conciliación de Pagos,erpnext:59f9f4ee212cfb4b,erpnext/accounts/doctype/payment_reconciliation_allocation/payment_reconciliation_allocation.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Payment Reconciliation Invoice,Factura para reconciliación de pago,Factura de Conciliación de Pago,erpnext:c543d3d76c5710fc,erpnext/accounts/doctype/payment_reconciliation_invoice/payment_reconciliation_invoice.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Payment Reconciliation Payment,Pago para reconciliación de saldo,Pago de Conciliación de Pagos,erpnext:d0fe8bf834a1afac,erpnext/accounts/doctype/payment_reconciliation_payment/payment_reconciliation_payment.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Overdue Payment,Calendario de Pago,Calendario de Pagos,erpnext:a86d41c113a8a3fc,erpnext/accounts/doctype/overdue_payment/overdue_payment.json || erpnext/accounts/doctype/payment_reference/payment_reference.json || erpnext/accounts/doctype/payment_schedule/payment_schedule.json ||,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Overdue Payment,Plazo de pago,Condición de Pago,erpnext:0fe258836ee5fcc8,erpnext/accounts/doctype/overdue_payment/overdue_payment.json || erpnext/accounts/doctype/payment_entry_reference/payment_entry_reference.json || erpnext/accounts/doctype/payment_reference/payment_ref,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Payment Terms Template,Plantilla de Términos de Pago,Plantilla de Condiciones de Pago,erpnext:b7982ac54dd8c030,erpnext/accounts/doctype/payment_terms_template/payment_terms_template.json || erpnext/accounts/doctype/pos_invoice/pos_invoice.json || erpnext/accounts/doctype/process_statement_of_accounts/process_s,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Pegged Currencies,,Monedas Vinculadas,erpnext:b5fa1804c4704307,erpnext/accounts/doctype/pegged_currencies/pegged_currencies.json,sí,medio,pendiente de consulta a clientes
erpnext,Pegged Currency Details,,Detalles de Moneda Vinculada,erpnext:3d84e1fa2051dac8,erpnext/accounts/doctype/pegged_currency_details/pegged_currency_details.json,sí,medio,pendiente de consulta a clientes
erpnext,Account Closing Balance,Cierre de período,Comprobante de Cierre de Período,erpnext:e38eeb971f92a918,erpnext/accounts/doctype/account_closing_balance/account_closing_balance.json || erpnext/accounts/doctype/period_closing_voucher/period_closing_voucher.json || erpnext/accounts/workspace/invoicing/inv,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Sales Order,Lista de selección,Lista de surtido,erpnext:d281917ba6ea621e,erpnext/selling/doctype/sales_order/sales_order.js:1028 || erpnext/stock/doctype/delivery_note/delivery_note.js:199 || erpnext/stock/doctype/material_request/material_request.js:156 || erpnext/stock/d,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Sales Invoice Item,Seleccionar elemento de lista,Artículo de Lista de Surtido,erpnext:0732ad28fa3e3cf0,erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json || erpnext/stock/doctype/delivery_note_item/delivery_note_item.json || erpnext/stock/doctype/pick_list_item/pick_list_item.json || e,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Invoicing (Workspace),Configuración de cuadros,Configuración de Plaid,erpnext:16ee248d0196c8a7,erpnext/accounts/workspace/invoicing/invoicing.json || erpnext/erpnext_integrations/doctype/plaid_settings/plaid_settings.json || erpnext/workspace_sidebar/banking.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Pricing Rule Item Group,Grupo de elementos de regla de precios,Grupo de Artículos de Regla de Precios,erpnext:378d8fea3ba60a59,erpnext/accounts/doctype/pricing_rule_item_group/pricing_rule_item_group.json || erpnext/accounts/doctype/promotional_scheme/promotional_scheme.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Process Payment Reconciliation Log,Registro de conciliación de procesos de pago,Registro de Conciliación de Pagos por Proceso,erpnext:1ba8f2a19b53da8c,erpnext/accounts/doctype/process_payment_reconciliation_log/process_payment_reconciliation_log.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Process Payment Reconciliation Log Allocations,Asignaciones del registro de conciliación de pagos del proceso,Asignaciones del Registro de Conciliación de Pagos del Proceso,erpnext:2879d40a4edc5a67,erpnext/accounts/doctype/process_payment_reconciliation_log_allocations/process_payment_reconciliation_log_allocations.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Process Period Closing Voucher,,Procesar Comprobante de Cierre de Período,erpnext:6a979b4c74570e15,erpnext/accounts/doctype/process_period_closing_voucher/process_period_closing_voucher.json,sí,medio,pendiente de consulta a clientes
erpnext,Process Period Closing Voucher Detail,,Detalle del Comprobante de Cierre de Período en Proceso,erpnext:ef9f71f03c4b0234,erpnext/accounts/doctype/process_period_closing_voucher_detail/process_period_closing_voucher_detail.json,sí,medio,pendiente de consulta a clientes
erpnext,Process Statement Of Accounts,Estado de cuentas de proceso,Procesar Estado de Cuenta,erpnext:3980f18c7ecc2472,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Process Statement Of Accounts Cc,,Procesar Estado de Cuenta CC,erpnext:689e602f7c7f909b,erpnext/accounts/doctype/process_statement_of_accounts_cc/process_statement_of_accounts_cc.json,sí,medio,pendiente de consulta a clientes
erpnext,Process Subscription,Proceso de suscripción,Procesar Suscripción,erpnext:8b5b819af191ced6,erpnext/accounts/doctype/process_subscription/process_subscription.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Production Plan,,Referencia de artículo del plan de producción,erpnext:e619c235ced96dfa,erpnext/manufacturing/doctype/production_plan/production_plan.json || erpnext/manufacturing/doctype/production_plan_item_reference/production_plan_item_reference.json,sí,medio,pendiente de consulta a clientes
erpnext,Purchase Order Item,Plan de producción Elemento de subensamblaje,Plan de producción Artículo de subensamblaje,erpnext:d48e4f9adc3ce60c,erpnext/buying/doctype/purchase_order_item/purchase_order_item.json || erpnext/manufacturing/doctype/production_plan_sub_assembly_item/production_plan_sub_assembly_item.json || erpnext/manufacturing/d,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Promotional Scheme,Esquema promocional Descuento del producto,Descuento de Producto de Esquema Promocional,erpnext:555b8ffe28745236,erpnext/accounts/doctype/promotional_scheme/promotional_scheme.json || erpnext/accounts/doctype/promotional_scheme_product_discount/promotional_scheme_product_discount.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Prospect Lead,Prospecto de cliente potencial,Lead del prospecto,erpnext:b4f07b1690ab08e3,erpnext/crm/doctype/prospect_lead/prospect_lead.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Prospect Opportunity,,Oportunidad de prospecto,erpnext:d17bd457c6cff357,erpnext/crm/doctype/prospect_opportunity/prospect_opportunity.json,sí,medio,pendiente de consulta a clientes
erpnext,Purchase Invoice Advance,Factura de compra anticipada,Anticipo de Factura de Compra,erpnext:86957c9ca8a0619f,erpnext/accounts/doctype/purchase_invoice_advance/purchase_invoice_advance.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Purchase Invoice Item,Producto de la Factura de Compra,Artículo de la Factura de Compra,erpnext:a0b2ffda7e5e3a9e,erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json || erpnext/assets/doctype/asset/asset.json || erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Accounts Settings,Orden de compra (OC),Orden de Compra,erpnext:4ed6fb690429f3ad,erpnext/accounts/doctype/accounts_settings/accounts_settings.js:61 || erpnext/accounts/doctype/journal_entry_account/journal_entry_account.json || erpnext/accounts/doctype/purchase_invoice/purchase_in,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Purchase Invoice Item,Producto de la orden de compra,Artículo de la orden de compra,erpnext:3e4c305f49bdbc09,erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json || erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json || erpnext/buying/doctype/purchase_order_item/purchase_,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Purchase Order Item Supplied,Producto suministrado desde orden de compra,Artículo suministrado de la orden de compra,erpnext:63a3948c429c828f,erpnext/buying/doctype/purchase_order_item_supplied/purchase_order_item_supplied.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Asset,Recibo de compra del producto,Artículo de Recibo de Compra,erpnext:d72f6a00be408a31,erpnext/assets/doctype/asset/asset.json || erpnext/assets/doctype/asset_capitalization_stock_item/asset_capitalization_stock_item.json || erpnext/stock/doctype/landed_cost_item/landed_cost_item.json |,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Purchase Invoice,Impuestos y cargos sobre compras,Impuestos y Cargos de Compra,erpnext:5f920724d5073982,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json || erpnext/accounts/doctype/purchase_taxes_and_charges/purchase_taxes_and_charges.json || erpnext/accounts/doctype/purchase_taxes_and_ch,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Payment Entry,Plantilla de impuestos (compras),Plantilla de Impuestos y Cargos de Compra,erpnext:42bded9aa17ff5e9,erpnext/accounts/doctype/payment_entry/payment_entry.json || erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json || erpnext/accounts/doctype/purchase_taxes_and_charges_template/purchase_ta,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Quality Goal Objective,Objetivo de calidad Objetivo,Objetivo de la meta de calidad,erpnext:ac94a9f36a122327,erpnext/quality_management/doctype/quality_goal_objective/quality_goal_objective.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Pos Invoice Item,Inspeccion de calidad,Inspección de Calidad,erpnext:59ab313375b9bf3a,erpnext/accounts/doctype/pos_invoice_item/pos_invoice_item.json || erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json || erpnext/accounts/doctype/sales_invoice_item/sales_invoic,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Quick Stock Balance,Balance de stock rápido,Saldo rápido de inventario,erpnext:8922b55fdcbcdbbb,erpnext/stock/doctype/quick_stock_balance/quick_stock_balance.json || erpnext/stock/workspace/stock/stock.json || erpnext/workspace_sidebar/stock.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Quotation Item,Ítem de Presupuesto,Artículo de Presupuesto,erpnext:b236f25b1d193eee,erpnext/selling/doctype/quotation_item/quotation_item.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Repost Accounting Ledger,,Reprocesar libro contable,erpnext:d19424ebd8132a45,erpnext/accounts/doctype/repost_accounting_ledger/repost_accounting_ledger.json || erpnext/workspace_sidebar/invoicing.json || erpnext/workspace_sidebar/payments.json,sí,medio,pendiente de consulta a clientes
erpnext,Repost Accounting Ledger Items,,Elementos de Recontabilización del Libro Mayor,erpnext:770c452a3e909b60,erpnext/accounts/doctype/repost_accounting_ledger_items/repost_accounting_ledger_items.json,sí,medio,pendiente de consulta a clientes
erpnext,Repost Allowed Types,,Tipos Permitidos para Reprocesamiento,erpnext:6344d9024373bc3b,erpnext/accounts/doctype/repost_allowed_types/repost_allowed_types.json,sí,medio,pendiente de consulta a clientes
erpnext,Repost Item Valuation,,Reprocesar valoración de artículo,erpnext:0b4a1973e4c00af4,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json || erpnext/workspace_sidebar/stock.json,sí,medio,pendiente de consulta a clientes
erpnext,Repost Payment Ledger,Traspaso del Libro de Pagos,Reprocesar libro mayor de pagos,erpnext:0cf2689638b639b2,erpnext/accounts/doctype/repost_payment_ledger/repost_payment_ledger.json || erpnext/workspace_sidebar/invoicing.json || erpnext/workspace_sidebar/payments.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Repost Payment Ledger Items,,Elementos de Reprocesamiento del Libro de Pagos,erpnext:7fd4361c9bd0f34a,erpnext/accounts/doctype/repost_payment_ledger_items/repost_payment_ledger_items.json,sí,medio,pendiente de consulta a clientes
erpnext,Request For Quotation Item,Ítems de Solicitud de Presupuesto,Artículos de Solicitud de Presupuesto,erpnext:8af46abee8b690b1,erpnext/buying/doctype/request_for_quotation_item/request_for_quotation_item.json || erpnext/buying/doctype/supplier_quotation_item/supplier_quotation_item.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Sla Fulfilled On Status,,Estado de cumplimiento del SLA,erpnext:f01be0c1a171d121,erpnext/support/doctype/sla_fulfilled_on_status/sla_fulfilled_on_status.json,sí,medio,pendiente de consulta a clientes
erpnext,Master Production Schedule,,Pronóstico de Ventas,erpnext:1e8c7d7b11a614be,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.json || erpnext/manufacturing/doctype/sales_forecast/sales_forecast.json || erpnext/manufacturing/workspace/manufact,sí,medio,pendiente de consulta a clientes
erpnext,Sales Forecast Item,,Artículo de Pronóstico de Ventas,erpnext:0d1df5cbb1a8f407,erpnext/manufacturing/doctype/sales_forecast_item/sales_forecast_item.json,sí,medio,pendiente de consulta a clientes
erpnext,Sales Invoice Advance,Factura de ventas anticipada,Anticipo de Factura de Venta,erpnext:b01f518ff7ac6062,erpnext/accounts/doctype/sales_invoice_advance/sales_invoice_advance.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Purchase Invoice Item,Producto de factura de venta,Artículo de Factura de Venta,erpnext:677903386cd75322,erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json || erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Sales Invoice Reference,,Referencia de Factura de Venta,erpnext:d5682cbf5a5acc41,erpnext/accounts/doctype/sales_invoice_reference/sales_invoice_reference.json,sí,medio,pendiente de consulta a clientes
erpnext,Journal Entry Account,Orden de venta (OV),Orden de Venta,erpnext:bbe180aaaf8e0a5a,erpnext/accounts/doctype/journal_entry_account/journal_entry_account.json || erpnext/accounts/doctype/pos_invoice_item/pos_invoice_item.json || erpnext/accounts/doctype/sales_invoice/sales_invoice.js:,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Process Statement Of Accounts,Persona de ventas,Vendedor,erpnext:a0463e235978d239,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.json || erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.ht,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Payment Entry,Plantilla de impuestos (ventas),Plantilla de Impuestos y Cargos de Venta,erpnext:f1b16da0b2854d10,erpnext/accounts/doctype/payment_entry/payment_entry.json || erpnext/accounts/doctype/pos_invoice/pos_invoice.json || erpnext/accounts/doctype/sales_invoice/sales_invoice.json || erpnext/accounts/doct,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Pos Invoice Item,Número de serie,Número de Serie,erpnext:231c9158eb973f9a,erpnext/accounts/doctype/pos_invoice_item/pos_invoice_item.json || erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json || erpnext/accounts/doctype/sales_invoice_item/sales_invoic,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Share Balance,Balance de Acciones,Saldo de Acciones,erpnext:b9724d7a5d897b5b,erpnext/accounts/doctype/share_balance/share_balance.json || erpnext/accounts/doctype/shareholder/shareholder.js:21 || erpnext/accounts/doctype/shareholder/shareholder.json || erpnext/accounts/report/,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Share Transfer,Transferir Acciones,Transferencia de Acciones,erpnext:6e82ada9ce7a1ba9,erpnext/accounts/doctype/share_transfer/share_transfer.json || erpnext/accounts/report/share_ledger/share_ledger.py:59 || erpnext/accounts/workspace/invoicing/invoicing.json || erpnext/workspace_sideb,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Share Balance,Tipo de acción,Tipo de Acción,erpnext:fb354a839e7ed78b,erpnext/accounts/doctype/share_balance/share_balance.json || erpnext/accounts/doctype/share_transfer/share_transfer.json || erpnext/accounts/doctype/share_type/share_type.json || erpnext/accounts/repo,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Shipping Rule Condition,Regla de envío,Condición de Regla de Envío,erpnext:8213ae14981098c3,erpnext/accounts/doctype/shipping_rule_condition/shipping_rule_condition.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Shipping Rule Country,Regla de envio del país,País de Regla de Envío,erpnext:7161a45e59c34484,erpnext/accounts/doctype/shipping_rule_country/shipping_rule_country.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,South Africa Vat Account,Cuenta de impuesto de Sudáfrica,Cuenta de IVA de Sudáfrica,erpnext:8ae07c1f62f649c9,erpnext/accounts/doctype/south_africa_vat_account/south_africa_vat_account.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,South Africa Vat Settings,Configuración del impuesto de Sudáfrica,Configuración de IVA de Sudáfrica,erpnext:3ad6e46c704298ac,erpnext/regional/doctype/south_africa_vat_settings/south_africa_vat_settings.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Stock Closing Balance,,Saldo de cierre de existencias,erpnext:46d909265bdc0b42,erpnext/stock/doctype/stock_closing_balance/stock_closing_balance.json,sí,medio,pendiente de consulta a clientes
erpnext,Stock Closing Balance,,Asiento de cierre de inventario,erpnext:ca4d9f569fc28361,erpnext/stock/doctype/stock_closing_balance/stock_closing_balance.json || erpnext/stock/doctype/stock_closing_entry/stock_closing_entry.json,sí,medio,pendiente de consulta a clientes
erpnext,Journal Entry,Entradas de inventario,Movimiento de Inventario,erpnext:25ba813a0b7abeaa,erpnext/accounts/doctype/journal_entry/journal_entry.json || erpnext/manufacturing/workspace/manufacturing/manufacturing.json || erpnext/stock/doctype/landed_cost_item/landed_cost_item.json || erpnext,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Stock Entry Detail,Detalles de entrada de inventario,Detalle del movimiento de inventario,erpnext:0dddb3add7fa15fe,erpnext/stock/doctype/stock_entry_detail/stock_entry_detail.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Stock Entry,Tipo de entrada de stock,Tipo de Movimiento de Inventario,erpnext:af5d15a6c0823820,erpnext/stock/doctype/stock_entry/stock_entry.json || erpnext/stock/doctype/stock_entry_type/stock_entry_type.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Stock Reconciliation Item,Elemento de reconciliación de inventarios,Artículo de conciliación de inventario,erpnext:512511e666813dd9,erpnext/stock/doctype/stock_reconciliation_item/stock_reconciliation_item.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Stock Reposting Settings,Configuración de ajuste de valoración de stock,Configuración de reprocesamiento de inventario,erpnext:021ea26bb6774371,erpnext/stock/doctype/stock_reposting_settings/stock_reposting_settings.json || erpnext/workspace_sidebar/erpnext_settings.json || erpnext/workspace_sidebar/stock.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,(este),Entrada de reserva de stock,Entrada de reserva de inventario,erpnext:a8818fca4d03f9ed,erpnext/public/js/stock_reservation.js:309 || erpnext/selling/doctype/sales_order/sales_order.js:475 || erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json || erpnext/stock/doct,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Work Order,,Orden de Entrada de Subcontratación,erpnext:c29ec425fe797401,erpnext/manufacturing/doctype/work_order/work_order.json || erpnext/selling/doctype/sales_order/sales_order.js:1011 || erpnext/stock/doctype/stock_entry/stock_entry.json || erpnext/stock/doctype/stock,sí,medio,pendiente de consulta a clientes
erpnext,Work Order,,Artículo de la Orden de Entrada de Subcontratación,erpnext:fb838f6bf1cd2997,erpnext/manufacturing/doctype/work_order/work_order.json || erpnext/subcontracting/doctype/subcontracting_inward_order_item/subcontracting_inward_order_item.json,sí,medio,pendiente de consulta a clientes
erpnext,Subcontracting Inward Order Received Item,,Artículo recibido de la orden de entrada de subcontratación,erpnext:0d075c080c7b451f,erpnext/subcontracting/doctype/subcontracting_inward_order_received_item/subcontracting_inward_order_received_item.json,sí,medio,pendiente de consulta a clientes
erpnext,Subcontracting Inward Order Secondary Item,,Artículo secundario de la orden de entrada de subcontratación,erpnext:5995f30cc6dd8c6e,erpnext/subcontracting/doctype/subcontracting_inward_order_secondary_item/subcontracting_inward_order_secondary_item.json,sí,medio,pendiente de consulta a clientes
erpnext,Subcontracting Inward Order Service Item,,Artículo de servicio de la orden de entrada de subcontratación,erpnext:93e7fc33a707ef55,erpnext/subcontracting/doctype/subcontracting_inward_order_service_item/subcontracting_inward_order_service_item.json,sí,medio,pendiente de consulta a clientes
erpnext,Supplier Item,Producto del Proveedor,Artículo del Proveedor,erpnext:6a4656e4ab6e91c4,erpnext/accounts/doctype/supplier_item/supplier_item.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Supplier Number At Customer,,Número de proveedor en el cliente,erpnext:b1039d1bdd9260f9,erpnext/selling/doctype/supplier_number_at_customer/supplier_number_at_customer.json,sí,medio,pendiente de consulta a clientes
erpnext,Purchase Order Item,Ítem de Presupuesto de Proveedor,Artículo de Presupuesto de Proveedor,erpnext:35fab048d41b6257,erpnext/buying/doctype/purchase_order_item/purchase_order_item.json || erpnext/buying/doctype/supplier_quotation_item/supplier_quotation_item.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Support Search Source,Soporte Search Source,Fuente de búsqueda de soporte,erpnext:3455800e66710c36,erpnext/support/doctype/support_search_source/support_search_source.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Pos Invoice,Categoría de impuestos,Categoría de Impuesto,erpnext:5a9703e3da3642a9,erpnext/accounts/doctype/pos_invoice/pos_invoice.json || erpnext/accounts/doctype/pos_profile/pos_profile.json || erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json || erpnext/accounts/do,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Payment Entry,,Registro de Retención de Impuestos,erpnext:09ec1fda655aae59,erpnext/accounts/doctype/payment_entry/payment_entry.json || erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json || erpnext/accounts/doctype/sales_invoice/sales_invoice.json || erpnext/acc,sí,medio,pendiente de consulta a clientes
erpnext,Journal Entry,,Grupo de Retención de Impuestos,erpnext:bb620c25fb50edc8,erpnext/accounts/doctype/journal_entry/journal_entry.json || erpnext/accounts/doctype/payment_entry/payment_entry.json || erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json || erpnext/acc,sí,medio,pendiente de consulta a clientes
erpnext,Sales Invoice Timesheet,Detalle de Tabla de Tiempo,Detalle de Hoja de Tiempo,erpnext:ebdafd5272086d7d,erpnext/accounts/doctype/sales_invoice_timesheet/sales_invoice_timesheet.json || erpnext/projects/doctype/timesheet_detail/timesheet_detail.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Transaction Deletion Record,,Registro de eliminación de transacciones,erpnext:ba21b9d329f927ca,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json,sí,medio,pendiente de consulta a clientes
erpnext,Transaction Deletion Record Details,,Detalles del Registro de Eliminación de Transacciones,erpnext:6797efb404662483,erpnext/accounts/doctype/transaction_deletion_record_details/transaction_deletion_record_details.json,sí,medio,pendiente de consulta a clientes
erpnext,Transaction Deletion Record Item,,Artículo del registro de eliminación de transacciones,erpnext:335cd63ce820f267,erpnext/setup/doctype/transaction_deletion_record_item/transaction_deletion_record_item.json,sí,medio,pendiente de consulta a clientes
erpnext,Transaction Deletion Record To Delete,,Registro de eliminación de transacciones por eliminar,erpnext:e81504f34d996114,erpnext/setup/doctype/transaction_deletion_record_to_delete/transaction_deletion_record_to_delete.json,sí,medio,pendiente de consulta a clientes
erpnext,Uae Vat Account,,Cuenta de IVA de EAU,erpnext:4f320e8052571c49,erpnext/regional/doctype/uae_vat_account/uae_vat_account.json,sí,medio,pendiente de consulta a clientes
